Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
671	0.664680	67	0.283582	133	0.586466	129	0.007752	5.000000	671	0.664680	0.495745	0	0.000000	0.544000	0.624216	
649	0.640986	54	0.407407	154	0.584416	143	0.006993	5.000000	649	0.640986	0.495745	0	0.000000	0.529000	0.616282	
655	0.612214	57	0.280702	138	0.659420	150	0.000000	5.000000	655	0.612214	0.495745	0	0.000000	0.508000	0.607953	
674	0.637982	53	0.358491	127	0.551181	146	0.000000	5.000000	674	0.637982	0.495745	0	0.000000	0.519000	0.601600	
658	0.647416	62	0.370968	147	0.687075	133	0.000000	5.000000	658	0.647416	0.495745	0	0.000000	0.550000	0.598160	
662	0.580060	74	0.310811	114	0.640351	150	0.000000	5.000000	662	0.580060	0.495745	0	0.000000	0.480000	0.590776	
667	0.614693	64	0.359375	113	0.690265	156	0.000000	5.000000	667	0.614693	0.495745	0	0.000000	0.511000	0.586083	
675	0.635556	71	0.211268	129	0.550388	125	0.000000	5.000000	675	0.635556	0.495745	0	0.000000	0.515000	0.582134	
685	0.624818	61	0.327869	133	0.676692	121	0.000000	5.000000	685	0.624818	0.495745	0	0.000000	0.538000	0.579812	
686	0.632653	62	0.274194	122	0.639344	130	0.000000	5.000000	686	0.632653	0.495745	0	0.000000	0.529000	0.577271	
591	0.619289	73	0.328767	179	0.608939	157	0.000000	5.000000	591	0.619289	0.495745	0	0.000000	0.499000	0.573544	
645	0.652713	79	0.265823	128	0.664062	148	0.000000	5.000000	645	0.652713	0.495745	0	0.000000	0.527000	0.571429	
671	0.611028	71	0.338028	139	0.633094	119	0.000000	5.000000	671	0.611028	0.495745	0	0.000000	0.522000	0.569280	
