Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
661	0.254160	84	0.095238	122	0.704918	133	0.278195	2.696432	661	0.254160	0.338292	0	0.000000	0.299000	0.274793	
651	0.264209	78	0.089744	143	0.552448	128	0.210938	2.696432	651	0.264209	0.338292	0	0.000000	0.285000	0.275644	
661	0.261725	86	0.058140	131	0.595420	122	0.483607	2.696432	661	0.261725	0.338292	0	0.000000	0.315000	0.278671	
635	0.261417	96	0.072917	130	0.715385	139	0.539568	2.696432	635	0.261417	0.338292	0	0.000000	0.341000	0.283123	
634	0.216088	127	0.070866	140	0.664286	99	0.484848	2.696432	634	0.216088	0.338292	0	0.000000	0.287000	0.283381	
606	0.287129	131	0.061069	144	0.680556	119	0.092437	2.696432	606	0.287129	0.338292	0	0.000000	0.291000	0.283857	
630	0.225397	122	0.065574	115	0.634783	133	0.120301	2.696432	630	0.225397	0.338292	0	0.000000	0.239000	0.281219	
621	0.206119	116	0.060345	136	0.698529	127	0.440945	2.696432	621	0.206119	0.338292	0	0.000000	0.286000	0.281484	
649	0.280431	90	0.077778	133	0.729323	128	0.796875	2.696432	649	0.280431	0.338292	0	0.000000	0.388000	0.287090	
654	0.259939	66	0.090909	161	0.639752	119	0.470588	2.696432	654	0.259939	0.338292	0	0.000000	0.335000	0.289486	
668	0.279940	48	0.041667	144	0.604167	140	0.378571	2.696432	668	0.279940	0.338292	0	0.000000	0.329000	0.291367	
648	0.239198	100	0.120000	120	0.658333	132	0.121212	2.696432	648	0.239198	0.338292	0	0.000000	0.262000	0.290032	
636	0.281447	105	0.047619	111	0.684685	148	0.148649	2.696432	636	0.281447	0.338292	0	0.000000	0.282000	0.289683	
657	0.238965	69	0.159420	133	0.360902	141	0.163121	2.696432	657	0.238965	0.338292	0	0.000000	0.239000	0.287571	
671	0.205663	65	0.061538	138	0.652174	126	0.222222	2.696432	671	0.205663	0.338292	0	0.000000	0.260000	0.286469	
602	0.265781	126	0.023810	138	0.789855	134	0.171642	2.696432	602	0.265781	0.338292	0	0.000000	0.295000	0.286797	
620	0.274194	98	0.091837	139	0.546763	143	0.195804	2.696432	620	0.274194	0.338292	0	0.000000	0.283000	0.286656	
665	0.278195	56	0.125000	150	0.580000	129	0.356589	2.696432	665	0.278195	0.338292	0	0.000000	0.325000	0.288025	
685	0.252555	80	0.050000	133	0.526316	102	0.147059	2.696432	685	0.252555	0.338292	0	0.000000	0.262000	0.287128	
635	0.269291	88	0.079545	143	0.538462	134	0.238806	2.696432	635	0.269291	0.338292	0	0.000000	0.287000	0.287124	
640	0.312500	109	0.082569	135	0.637037	116	0.129310	2.696432	640	0.312500	0.338292	0	0.000000	0.310000	0.287862	
658	0.250760	84	0.059524	129	0.697674	129	0.333333	2.696432	658	0.250760	0.338292	0	0.000000	0.303000	0.288335	
654	0.266055	97	0.072165	117	0.769231	132	0.348485	2.696432	654	0.266055	0.338292	0	0.000000	0.317000	0.289203	
621	0.307568	111	0.045045	139	0.611511	129	0.364341	2.696432	621	0.307568	0.338292	0	0.000000	0.328000	0.290344	
674	0.246291	73	0.095890	128	0.726562	125	0.648000	2.696432	674	0.246291	0.338292	0	0.000000	0.347000	0.291963	
617	0.265802	126	0.134921	135	0.570370	122	0.959016	2.696432	617	0.265802	0.338292	0	0.000000	0.375000	0.294270	
647	0.245750	99	0.121212	134	0.694030	120	0.950000	2.696432	647	0.245750	0.338292	0	0.000000	0.378000	0.296533	
649	0.260401	86	0.093023	135	0.607407	130	0.353846	2.696432	649	0.260401	0.338292	0	0.000000	0.305000	0.296755	
629	0.232114	111	0.063063	125	0.640000	135	0.081481	2.696432	629	0.232114	0.338292	0	0.000000	0.244000	0.295403	
647	0.253478	107	0.018692	123	0.414634	123	0.333333	2.696432	647	0.253478	0.338292	0	0.000000	0.258000	0.294468	
