Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
678	0.631268	59	0.593220	134	0.634328	129	0.007752	5.000000	678	0.631268	0.712916	0	0.000000	0.549000	0.525861	
685	0.595620	37	0.594595	151	0.721854	127	0.000000	5.000000	685	0.595620	0.712916	0	0.000000	0.539000	0.526956	
690	0.628986	37	0.567568	129	0.674419	144	0.000000	5.000000	690	0.628986	0.712916	0	0.000000	0.542000	0.528113	
689	0.596517	47	0.617021	133	0.751880	131	0.000000	5.000000	689	0.596517	0.712916	0	0.000000	0.540000	0.528962	
678	0.598820	38	0.631579	137	0.686131	147	0.000000	5.000000	678	0.598820	0.712916	0	0.000000	0.524000	0.528631	
680	0.608824	40	0.525000	146	0.657534	134	0.000000	5.000000	680	0.608824	0.712916	0	0.000000	0.531000	0.528779	
692	0.631503	42	0.642857	137	0.671533	129	0.000000	5.000000	692	0.631503	0.712916	0	0.000000	0.556000	0.530381	
698	0.624642	56	0.428571	121	0.735537	125	0.000000	5.000000	698	0.624642	0.712916	0	0.000000	0.549000	0.531415	
682	0.617302	57	0.561404	119	0.647059	142	0.000000	5.000000	682	0.617302	0.712916	0	0.000000	0.530000	0.531340	
664	0.635542	52	0.500000	145	0.668966	139	0.007194	5.000000	664	0.635542	0.712916	0	0.000000	0.546000	0.532073	
681	0.613803	61	0.311475	133	0.481203	125	0.008000	5.000000	681	0.613803	0.712916	0	0.000000	0.502000	0.530641	
668	0.610778	63	0.507937	129	0.643411	140	0.000000	5.000000	668	0.610778	0.712916	0	0.000000	0.523000	0.530294	
699	0.628040	51	0.431373	126	0.746032	124	0.000000	5.000000	699	0.628040	0.712916	0	0.000000	0.555000	0.531368	
670	0.585075	64	0.468750	130	0.630769	136	0.000000	5.000000	670	0.585075	0.712916	0	0.000000	0.504000	0.530228	
665	0.649624	57	0.578947	149	0.563758	129	0.000000	5.000000	665	0.649624	0.712916	0	0.000000	0.549000	0.530979	
654	0.611621	76	0.447368	152	0.717105	118	0.008475	5.000000	654	0.611621	0.712916	0	0.000000	0.544000	0.531480	
659	0.641882	53	0.471698	136	0.617647	152	0.000000	5.000000	659	0.641882	0.712916	0	0.000000	0.532000	0.531499	
673	0.662704	76	0.394737	132	0.651515	119	0.000000	5.000000	673	0.662704	0.712916	0	0.000000	0.562000	0.532588	
671	0.636364	62	0.500000	132	0.727273	135	0.007407	5.000000	671	0.636364	0.712916	0	0.000000	0.555000	0.533361	
694	0.600865	60	0.600000	118	0.652542	128	0.000000	5.000000	694	0.600865	0.712916	0	0.000000	0.530000	0.533249	
