Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
713	0.713885	22	0.727273	137	0.591241	128	0.000000	3.783188	713	0.713885	0.686496	0	0.000000	0.606000	0.718117	
679	0.618557	32	0.750000	150	0.620000	139	0.000000	5.000000	679	0.618557	0.686496	0	0.000000	0.537000	0.703025	
679	0.608247	42	0.571429	141	0.645390	138	0.000000	5.000000	679	0.608247	0.686496	0	0.000000	0.528000	0.689562	
700	0.665714	26	0.576923	146	0.568493	128	0.000000	5.000000	700	0.665714	0.686496	0	0.000000	0.564000	0.680594	
690	0.589855	23	0.565217	134	0.402985	153	0.000000	5.000000	690	0.589855	0.686496	0	0.000000	0.474000	0.666822	
688	0.590116	31	0.645161	132	0.553030	149	0.000000	5.000000	688	0.590116	0.686496	0	0.000000	0.499000	0.656334	
684	0.634503	36	0.694444	154	0.662338	126	0.000000	5.000000	684	0.634503	0.686496	0	0.000000	0.561000	0.650726	
676	0.664201	36	0.722222	133	0.548872	155	0.000000	5.000000	676	0.664201	0.686496	0	0.000000	0.548000	0.645020	
700	0.624286	50	0.680000	131	0.610687	119	0.000000	5.000000	700	0.624286	0.686496	0	0.000000	0.551000	0.640072	
706	0.620397	31	0.774194	141	0.624113	122	0.000000	5.000000	706	0.620397	0.686496	0	0.000000	0.550000	0.635568	
682	0.614370	30	0.700000	140	0.557143	148	0.000000	5.000000	682	0.614370	0.686496	0	0.000000	0.518000	0.629970	
701	0.607703	25	0.800000	128	0.601562	146	0.000000	5.000000	701	0.607703	0.686496	0	0.000000	0.523000	0.625108	
706	0.592068	37	0.756757	135	0.629630	122	0.000000	5.000000	706	0.592068	0.686496	0	0.000000	0.531000	0.621016	
689	0.635704	40	0.700000	136	0.536765	135	0.000000	5.000000	689	0.635704	0.686496	0	0.000000	0.539000	0.617599	
696	0.620690	36	0.722222	134	0.574627	134	0.000000	5.000000	696	0.620690	0.686496	0	0.000000	0.535000	0.614295	
698	0.620344	32	0.562500	155	0.587097	115	0.000000	5.000000	698	0.620344	0.686496	0	0.000000	0.542000	0.611515	
708	0.645480	37	0.729730	129	0.589147	126	0.000000	5.000000	708	0.645480	0.686496	0	0.000000	0.560000	0.609607	
685	0.610219	48	0.687500	137	0.664234	130	0.000000	5.000000	685	0.610219	0.686496	0	0.000000	0.542000	0.607193	
675	0.620741	52	0.730769	135	0.548148	138	0.000000	5.000000	675	0.620741	0.686496	0	0.000000	0.531000	0.604565	
671	0.646796	46	0.673913	149	0.704698	134	0.000000	5.000000	671	0.646796	0.686496	0	0.000000	0.570000	0.603413	
696	0.622126	49	0.693878	120	0.558333	135	0.000000	5.000000	696	0.622126	0.686496	0	0.000000	0.534000	0.601174	
705	0.638298	13	0.615385	152	0.565789	130	0.000000	5.000000	705	0.638298	0.686496	0	0.000000	0.544000	0.599388	
692	0.572254	47	0.638298	137	0.576642	124	0.000000	5.000000	692	0.572254	0.686496	0	0.000000	0.505000	0.596527	
688	0.655523	36	0.611111	133	0.586466	143	0.000000	5.000000	688	0.655523	0.686496	0	0.000000	0.551000	0.595188	
694	0.628242	31	0.612903	144	0.618056	131	0.000000	5.000000	694	0.628242	0.686496	0	0.000000	0.544000	0.593726	
701	0.631954	41	0.560976	146	0.630137	112	0.000000	5.000000	701	0.631954	0.686496	0	0.000000	0.558000	0.592734	
663	0.639517	50	0.680000	162	0.679012	125	0.000000	5.000000	663	0.639517	0.686496	0	0.000000	0.568000	0.592065	
674	0.681009	40	0.700000	147	0.598639	139	0.000000	5.000000	674	0.681009	0.686496	0	0.000000	0.575000	0.591616	
672	0.593750	53	0.509434	136	0.727941	139	0.000000	5.000000	672	0.593750	0.686496	0	0.000000	0.525000	0.589908	
697	0.618364	39	0.589744	131	0.664122	133	0.000000	5.000000	697	0.618364	0.686496	0	0.000000	0.541000	0.588685	
673	0.601783	49	0.612245	154	0.714286	124	0.000000	5.000000	673	0.601783	0.686496	0	0.000000	0.545000	0.587620	
722	0.637119	36	0.638889	127	0.614173	115	0.000000	5.000000	722	0.637119	0.686496	0	0.000000	0.561000	0.586986	
687	0.637555	38	0.526316	152	0.572368	123	0.000000	5.000000	687	0.637555	0.686496	0	0.000000	0.545000	0.586010	
672	0.629464	40	0.625000	158	0.550633	130	0.000000	5.000000	672	0.629464	0.686496	0	0.000000	0.535000	0.584850	
675	0.641481	48	0.666667	156	0.608974	121	0.008264	5.000000	675	0.641481	0.686496	0	0.000000	0.561000	0.584320	
663	0.656109	36	0.722222	154	0.545455	147	0.000000	5.000000	663	0.656109	0.686496	0	0.000000	0.545000	0.583466	
708	0.593220	31	0.516129	124	0.588710	137	0.000000	5.000000	708	0.593220	0.686496	0	0.000000	0.509000	0.581881	
699	0.640916	23	0.478261	130	0.692308	148	0.000000	5.000000	699	0.640916	0.686496	0	0.000000	0.549000	0.581196	
680	0.641176	40	0.575000	158	0.544304	122	0.000000	5.000000	680	0.641176	0.686496	0	0.000000	0.545000	0.580458	
671	0.634873	45	0.622222	132	0.590909	152	0.000000	5.000000	671	0.634873	0.686496	0	0.000000	0.532000	0.579488	
667	0.620690	52	0.692308	143	0.517483	138	0.007246	5.000000	667	0.620690	0.686496	0	0.000000	0.525000	0.578420	
680	0.616176	39	0.538462	146	0.568493	135	0.000000	5.000000	680	0.616176	0.686496	0	0.000000	0.523000	0.577354	
671	0.582712	37	0.648649	137	0.496350	155	0.000000	5.000000	671	0.582712	0.686496	0	0.000000	0.483000	0.575574	
685	0.642336	45	0.577778	140	0.664286	130	0.000000	5.000000	685	0.642336	0.686496	0	0.000000	0.559000	0.575267	
685	0.637956	51	0.607843	151	0.569536	113	0.000000	5.000000	685	0.637956	0.686496	0	0.000000	0.554000	0.574880	
700	0.645714	30	0.700000	122	0.639344	148	0.000000	5.000000	700	0.645714	0.686496	0	0.000000	0.551000	0.574454	
701	0.627675	14	0.785714	144	0.673611	141	0.000000	5.000000	701	0.627675	0.686496	0	0.000000	0.548000	0.573990	
697	0.647059	24	0.666667	141	0.304965	138	0.000000	5.000000	697	0.647059	0.686496	0	0.000000	0.510000	0.572887	
679	0.625920	36	0.611111	147	0.646259	138	0.000000	5.000000	679	0.625920	0.686496	0	0.000000	0.542000	0.572363	
651	0.612903	24	0.416667	173	0.682081	152	0.000000	5.000000	651	0.612903	0.686496	0	0.000000	0.527000	0.571607	
702	0.625356	21	0.761905	151	0.629139	126	0.000000	5.000000	702	0.625356	0.686496	0	0.000000	0.550000	0.571253	
673	0.634473	23	0.739130	157	0.649682	147	0.000000	5.000000	673	0.634473	0.686496	0	0.000000	0.546000	0.570846	
696	0.655172	33	0.696970	134	0.529851	137	0.000000	5.000000	696	0.655172	0.686496	0	0.000000	0.550000	0.570515	
669	0.635277	40	0.625000	136	0.558824	155	0.000000	5.000000	669	0.635277	0.686496	0	0.000000	0.526000	0.569819	
691	0.654124	33	0.696970	132	0.628788	144	0.000000	5.000000	691	0.654124	0.686496	0	0.000000	0.558000	0.569637	
