Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2203277202
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
7653000	-47.436818	764	0.000337	1	5	'Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 Z 	0.000000	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	1.808036	0.000000	1.808036	1.808036	1.808036	0.000000	1.808036	0.000000	0.039347	0.254657	0.345024	0.191999	0.168974	
7654000	-50.156170	482	0.000337	1	8	'0 0 Z 0 0 0 0 0 0 0 Z Z Z Z 0 Z Z 0 0 Z 	2.198697	2.198697	0.000000	2.198697	2.198697	2.198697	2.198697	2.198697	2.198697	2.198697	0.000000	0.000000	0.000000	0.000000	2.198697	0.000000	0.000000	2.198697	2.198697	0.000000	0.059366	0.439759	0.171122	0.043919	0.285834	
7655000	-49.085962	575	0.000337	1	7	'0 Z Z Z Z 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 Z 	1.622596	0.000000	0.000000	0.000000	0.000000	1.622596	1.622596	1.622596	1.622596	1.622596	1.622596	1.622596	0.000000	1.622596	1.622596	0.000000	1.622596	1.622596	1.622596	0.000000	0.015003	0.197138	0.401474	0.192327	0.194058	
7656000	-52.432260	84	0.000416	1	7	'Z 0 0 Z Z Z 0 0 0 0 0 0 Z 0 0 Z Z 0 0 0 	0.000000	1.663928	1.663928	0.000000	0.000000	0.000000	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	0.000000	1.663928	1.663928	0.000000	0.000000	1.663928	1.663928	1.663928	0.080081	0.090078	0.421853	0.189232	0.218756	
7657000	-53.722707	442	0.000416	1	8	'0 0 Z 0 0 0 Z 0 0 0 Z 0 Z 0 Z Z Z Z 0 0 	2.213115	2.213115	0.000000	2.213115	2.213115	2.213115	0.000000	2.213115	2.213115	2.213115	0.000000	2.213115	0.000000	2.213115	0.000000	0.000000	0.000000	0.000000	2.213115	2.213115	0.045683	0.208975	0.331195	0.193530	0.220617	
7658000	-51.590449	736	0.000421	1	10	'Z Z 0 Z Z 0 0 Z 0 0 Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.000000	2.301136	0.000000	0.000000	2.301136	2.301136	0.000000	2.301136	2.301136	0.000000	2.301136	2.301136	2.301136	0.000000	2.301136	0.000000	0.000000	2.301136	0.000000	0.046538	0.241000	0.330995	0.257341	0.124126	
7659000	-53.438972	561	0.000264	1	9	'0 Z Z Z 0 0 0 0 0 0 0 Z Z Z Z 0 Z Z 0 0 	2.083333	0.000000	0.000000	0.000000	2.083333	2.083333	2.083333	2.083333	2.083333	2.083333	2.083333	0.000000	0.000000	0.000000	0.000000	2.083333	0.000000	0.000000	2.083333	2.083333	0.010648	0.319661	0.464251	0.011482	0.193957	
7660000	-49.221653	729	0.000264	1	11	'Z Z 0 Z Z 0 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	2.165775	0.000000	0.000000	2.165775	2.165775	0.000000	2.165775	2.165775	2.165775	0.000000	0.000000	0.000000	2.165775	2.165775	0.000000	0.000000	2.165775	0.000000	0.008858	0.183476	0.325160	0.245543	0.236963	
7661000	-50.011025	59	0.000348	1	7	'Z 0 0 Z 0 0 0 Z 0 0 0 Z Z 0 0 0 Z 0 0 Z 	0.000000	1.754766	1.754766	0.000000	1.754766	1.754766	1.754766	0.000000	1.754766	1.754766	1.754766	0.000000	0.000000	1.754766	1.754766	1.754766	0.000000	1.754766	1.754766	0.000000	0.040794	0.146619	0.236187	0.262524	0.313876	
7662000	-50.015708	403	0.000380	1	8	'0 0 Z Z Z 0 0 Z 0 0 0 0 Z 0 0 Z Z 0 0 Z 	1.717557	1.717557	0.000000	0.000000	0.000000	1.717557	1.717557	0.000000	1.717557	1.717557	1.717557	1.717557	0.000000	1.717557	1.717557	0.000000	0.000000	1.717557	1.717557	0.000000	0.047160	0.123514	0.435930	0.161522	0.231874	
7663000	-50.596050	262	0.000380	1	6	'0 0 Z Z 0 0 Z 0 0 0 0 Z Z Z 0 0 0 0 0 0 	1.744186	1.744186	0.000000	0.000000	1.744186	1.744186	0.000000	1.744186	1.744186	1.744186	1.744186	0.000000	0.000000	0.000000	1.744186	1.744186	1.744186	1.744186	1.744186	1.744186	0.028340	0.204168	0.288099	0.233278	0.246114	
7664000	-50.113970	826	0.000256	1	7	'0 0 Z 0 0 0 0 Z 0 0 Z 0 Z 0 0 Z Z 0 0 Z 	1.901408	1.901408	0.000000	1.901408	1.901408	1.901408	1.901408	0.000000	1.901408	1.901408	0.000000	1.901408	0.000000	1.901408	1.901408	0.000000	0.000000	1.901408	1.901408	0.000000	0.035142	0.253435	0.180866	0.422828	0.107729	
7665000	-48.098010	370	0.000256	1	9	'Z 0 Z Z Z 0 0 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	1.856095	0.000000	0.000000	0.000000	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	0.000000	1.856095	0.000000	0.000000	0.000000	1.856095	0.000000	0.021130	0.327714	0.445920	0.128982	0.076255	
7666000	-49.471587	977	0.000256	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 0 Z 	0.000000	2.349188	2.349188	0.000000	2.349188	2.349188	2.349188	2.349188	2.349188	2.349188	0.000000	0.000000	2.349188	0.000000	2.349188	0.000000	2.349188	0.000000	2.349188	0.000000	0.017127	0.458097	0.275182	0.082386	0.167208	
7667000	-48.809740	607	0.000256	1	11	'Z Z Z Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	2.387972	2.387972	0.000000	2.387972	2.387972	0.000000	2.387972	2.387972	0.000000	2.387972	0.000000	2.387972	0.000000	2.387972	0.000000	0.000000	0.354360	0.293875	0.303846	0.047920	
7668000	-48.860506	793	0.000256	1	6	'0 Z Z Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 	1.680498	0.000000	0.000000	0.000000	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	0.000000	1.680498	0.000000	0.010325	0.342436	0.426441	0.164870	0.055928	
7669000	-50.853087	832	0.000471	1	9	'Z 0 0 Z Z 0 Z 0 0 0 0 Z Z Z 0 0 Z Z 0 0 	0.000000	1.935946	1.935946	0.000000	0.000000	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	0.000000	0.000000	1.935946	1.935946	0.000000	0.000000	1.935946	1.935946	0.045230	0.220238	0.335995	0.205313	0.193224	
7670000	-47.857774	349	0.000471	1	6	'0 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	2.113779	2.113779	2.113779	2.113779	2.113779	2.113779	0.000000	2.113779	2.113779	2.113779	2.113779	0.000000	2.113779	0.000000	2.113779	0.000000	2.113779	0.000000	2.113779	0.000000	0.047720	0.250007	0.312343	0.154162	0.235768	
7671000	-51.971179	437	0.000168	1	7	'0 Z 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 0 0 Z 0 Z 	2.161153	0.000000	2.161153	2.161153	2.161153	2.161153	0.000000	0.000000	2.161153	2.161153	2.161153	0.000000	2.161153	0.000000	2.161153	2.161153	2.161153	0.000000	2.161153	0.000000	0.056423	0.018648	0.253607	0.454458	0.216864	
7672000	-50.985403	149	0.000462	1	4	'0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 	1.542270	0.000000	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	0.000000	1.542270	1.542270	1.542270	1.542270	0.000000	1.542270	0.000000	0.047626	0.250367	0.358614	0.250367	0.093026	
7673000	-49.727029	262	0.000158	1	10	'0 Z Z Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	2.338337	0.000000	0.000000	0.000000	2.338337	2.338337	2.338337	0.000000	2.338337	2.338337	0.000000	2.338337	2.338337	0.000000	2.338337	0.000000	0.000000	0.000000	2.338337	0.000000	0.006396	0.382243	0.166914	0.441194	0.003253	
7674000	-51.053476	294	0.000158	1	8	'Z 0 0 Z 0 0 Z Z 0 0 Z 0 Z 0 0 0 Z Z 0 0 	0.000000	1.913989	1.913989	0.000000	1.913989	1.913989	0.000000	0.000000	1.913989	1.913989	0.000000	1.913989	0.000000	1.913989	1.913989	1.913989	0.000000	0.000000	1.913989	1.913989	0.075565	0.000553	0.038653	0.627114	0.258115	
7675000	-49.075609	120	0.000200	1	7	'Z 0 Z 0 0 Z 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 0 	0.000000	1.939655	0.000000	1.939655	1.939655	0.000000	1.939655	0.000000	1.939655	1.939655	1.939655	0.000000	0.000000	1.939655	1.939655	1.939655	1.939655	0.000000	1.939655	1.939655	0.047268	0.015472	0.129852	0.268547	0.538861	
7676000	-51.251430	849	0.000200	1	9	'Z 0 Z 0 0 Z Z Z 0 0 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	2.343750	0.000000	2.343750	2.343750	0.000000	0.000000	0.000000	2.343750	2.343750	2.343750	0.000000	0.000000	2.343750	2.343750	2.343750	2.343750	0.000000	2.343750	0.000000	0.049165	0.000496	0.171293	0.488155	0.290890	
7677000	-51.073046	435	0.000200	1	9	'Z Z Z 0 Z 0 Z Z 0 0 0 0 Z 0 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	1.748705	0.000000	1.748705	0.000000	0.000000	1.748705	1.748705	1.748705	1.748705	0.000000	1.748705	1.748705	1.748705	0.000000	0.000000	1.748705	1.748705	0.000617	0.007307	0.559919	0.272190	0.159967	
7678000	-51.843228	925	0.000200	1	6	'Z 0 0 Z Z 0 Z 0 0 0 0 0 0 Z 0 Z 0 0 0 0 	0.000000	1.673554	1.673554	0.000000	0.000000	1.673554	0.000000	1.673554	1.673554	1.673554	1.673554	1.673554	1.673554	0.000000	1.673554	0.000000	1.673554	1.673554	1.673554	1.673554	0.019732	0.091093	0.493301	0.070013	0.325861	
7679000	-49.692259	675	0.000200	1	11	'Z Z 0 Z Z 0 0 Z 0 0 Z 0 Z Z 0 Z Z 0 0 Z 	0.000000	0.000000	2.222832	0.000000	0.000000	2.222832	2.222832	0.000000	2.222832	2.222832	0.000000	2.222832	0.000000	0.000000	2.222832	0.000000	0.000000	2.222832	2.222832	0.000000	0.001931	0.179379	0.498793	0.113792	0.206105	
7680000	-50.560325	673	0.000200	1	8	'0 0 Z 0 0 0 0 Z Z 0 Z 0 0 Z 0 Z 0 Z 0 Z 	2.245011	2.245011	0.000000	2.245011	2.245011	2.245011	2.245011	0.000000	0.000000	2.245011	0.000000	2.245011	2.245011	0.000000	2.245011	0.000000	2.245011	0.000000	2.245011	0.000000	0.040327	0.370669	0.162572	0.406249	0.020184	
7681000	-51.447699	750	0.000200	1	6	'Z 0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 0 Z 0 0 	0.000000	1.840909	1.840909	1.840909	1.840909	0.000000	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	0.000000	0.000000	1.840909	0.000000	1.840909	0.000000	1.840909	1.840909	0.053373	0.070050	0.643015	0.027284	0.206279	
7682000	-49.551125	348	0.000200	2	4	'Z 0 0 1 1 0 1 1 0 0 1 0 0 0 1 Z 1 Z 0 Z 	0.000000	2.093794	2.093794	0.945772	0.945772	2.093794	0.945772	0.945772	2.093794	2.093794	0.945772	2.093794	2.093794	2.093794	0.945772	0.000000	0.945772	0.000000	2.093794	0.000000	0.085006	0.168203	0.427092	0.255149	0.064549	
7683000	-50.140798	670	0.000200	1	6	'Z 0 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 Z 0 Z 0 0 	0.000000	1.751730	1.751730	1.751730	0.000000	1.751730	1.751730	0.000000	1.751730	1.751730	1.751730	1.751730	1.751730	0.000000	1.751730	0.000000	1.751730	0.000000	1.751730	1.751730	0.058438	0.091930	0.520805	0.093840	0.234987	
7684000	-52.398897	447	0.000511	1	5	'0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z Z 0 0 Z 	1.733733	1.733733	1.733733	1.733733	0.000000	1.733733	1.733733	1.733733	1.733733	1.733733	0.000000	1.733733	1.733733	1.733733	1.733733	0.000000	0.000000	1.733733	1.733733	0.000000	0.047089	0.211919	0.295148	0.274233	0.171611	
7685000	-51.115365	561	0.000511	1	6	'0 0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z Z 0 0 	1.490066	1.490066	0.000000	0.000000	0.000000	1.490066	1.490066	1.490066	1.490066	1.490066	1.490066	1.490066	0.000000	1.490066	1.490066	1.490066	0.000000	0.000000	1.490066	1.490066	0.059505	0.200693	0.341608	0.215297	0.182897	
7686000	-48.623197	88	0.000317	1	6	'Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	1.663928	0.000000	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	0.000000	0.000000	0.000000	1.663928	0.000000	0.016783	0.249703	0.375033	0.314833	0.043648	
7687000	-49.765197	3	0.000317	1	7	'0 0 0 0 Z 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 0 Z 	2.301136	2.301136	2.301136	2.301136	0.000000	2.301136	2.301136	2.301136	2.301136	2.301136	0.000000	0.000000	2.301136	0.000000	2.301136	0.000000	2.301136	0.000000	2.301136	0.000000	0.060846	0.298011	0.321460	0.203798	0.115885	
7688000	-49.574440	974	0.000317	1	10	'Z Z 0 Z Z 0 0 Z 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	2.293318	0.000000	0.000000	2.293318	2.293318	0.000000	2.293318	2.293318	2.293318	0.000000	2.293318	0.000000	2.293318	0.000000	2.293318	0.000000	2.293318	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
7689000	-48.980892	147	0.000532	1	8	'Z 0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	0.000000	1.903195	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	0.000000	0.000000	1.903195	1.903195	0.000000	0.000000	0.000000	1.903195	0.000000	0.032157	0.220692	0.293880	0.197861	0.255410	
7690000	-52.049164	80	0.000532	1	10	'Z 0 Z 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z Z 0 Z 	0.000000	2.657480	0.000000	2.657480	2.657480	2.657480	2.657480	2.657480	2.657480	2.657480	0.000000	0.000000	0.000000	2.657480	0.000000	0.000000	0.000000	0.000000	2.657480	0.000000	0.031343	0.212611	0.295648	0.312731	0.147668	
7691000	-50.429507	88	0.000202	1	5	'0 Z 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 Z Z 0 0 	1.561295	0.000000	1.561295	0.000000	1.561295	1.561295	0.000000	1.561295	1.561295	1.561295	1.561295	1.561295	1.561295	1.561295	1.561295	1.561295	0.000000	0.000000	1.561295	1.561295	0.005489	0.059071	0.388598	0.431111	0.115732	
7692000	-49.151773	674	0.000433	1	10	'Z 0 Z Z Z 0 0 Z 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	1.875000	0.000000	0.000000	0.000000	1.875000	1.875000	0.000000	1.875000	1.875000	1.875000	1.875000	0.000000	0.000000	1.875000	1.875000	0.000000	0.000000	1.875000	0.000000	0.045599	0.269175	0.387302	0.175289	0.122636	
7693000	-49.561521	690	0.000433	1	9	'Z 0 0 Z Z 0 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	2.055838	2.055838	0.000000	0.000000	2.055838	2.055838	0.000000	2.055838	2.055838	2.055838	0.000000	2.055838	0.000000	2.055838	2.055838	0.000000	0.000000	2.055838	0.000000	0.037083	0.201579	0.308859	0.226762	0.225717	
7694000	-50.743390	718	0.000212	1	10	'0 0 0 Z Z 0 0 Z 0 0 Z Z Z Z 0 0 Z Z 0 Z 	2.430972	2.430972	2.430972	0.000000	0.000000	2.430972	2.430972	0.000000	2.430972	2.430972	0.000000	0.000000	0.000000	0.000000	2.430972	2.430972	0.000000	0.000000	2.430972	0.000000	0.112005	0.396931	0.069116	0.388211	0.033737	
7695000	-49.047446	370	0.000212	1	9	'0 Z 0 Z Z 0 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	2.081192	0.000000	2.081192	0.000000	0.000000	2.081192	2.081192	0.000000	2.081192	2.081192	2.081192	0.000000	2.081192	0.000000	2.081192	2.081192	0.000000	0.000000	2.081192	0.000000	0.045721	0.216214	0.331142	0.256389	0.150534	
7696000	-49.354745	195	0.000212	1	10	'Z Z Z Z 0 Z 0 0 0 0 Z Z Z 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	2.445652	0.000000	2.445652	2.445652	2.445652	2.445652	0.000000	0.000000	0.000000	2.445652	2.445652	0.000000	2.445652	2.445652	2.445652	0.000000	0.000000	0.441018	0.087406	0.246185	0.225390	
7697000	-51.976873	168	0.000212	2	8	'0 Z Z Z 1 1 0 0 0 1 Z 0 Z 1 0 Z 0 1 Z Z 	2.004022	0.000000	0.000000	0.000000	2.132681	2.132681	2.004022	2.004022	2.004022	2.132681	0.000000	2.004022	0.000000	2.132681	2.004022	0.000000	2.004022	2.132681	0.000000	0.000000	0.004353	0.244940	0.108852	0.626298	0.015556	
7698000	-49.294271	689	0.000442	1	10	'Z Z Z Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	2.322248	2.322248	0.000000	2.322248	2.322248	2.322248	2.322248	0.000000	2.322248	0.000000	2.322248	0.000000	2.322248	0.000000	2.322248	0.000000	0.000000	0.299702	0.304305	0.115573	0.280420	
7699000	-48.831059	251	0.000358	1	8	'0 Z Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	2.070552	0.000000	0.000000	2.070552	2.070552	2.070552	2.070552	2.070552	2.070552	2.070552	2.070552	0.000000	0.000000	0.000000	2.070552	0.000000	2.070552	0.000000	2.070552	0.000000	0.067063	0.264541	0.266477	0.061331	0.340588	
7700000	-52.963829	48	0.000358	1	7	'Z Z 0 Z 0 Z Z 0 0 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	1.989194	0.000000	1.989194	0.000000	0.000000	1.989194	1.989194	1.989194	1.989194	0.000000	1.989194	0.000000	1.989194	1.989194	1.989194	1.989194	1.989194	1.989194	0.033125	0.065942	0.329791	0.341556	0.229586	
7701000	-49.096044	697	0.000358	1	10	'0 Z 0 Z Z Z 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	2.416468	0.000000	2.416468	0.000000	0.000000	0.000000	2.416468	0.000000	2.416468	2.416468	2.416468	0.000000	2.416468	0.000000	2.416468	2.416468	0.000000	0.000000	2.416468	0.000000	0.038153	0.103834	0.287921	0.293535	0.276557	
7702000	-49.302598	956	0.000358	1	7	'Z Z Z 0 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	0.000000	0.000000	0.000000	1.705981	0.000000	0.000826	0.237279	0.372265	0.290817	0.098813	
7703000	-50.374745	852	0.000358	1	3	'0 0 0 0 Z 0 0 0 0 0 0 0 0 Z 0 0 0 0 0 Z 	1.515719	1.515719	1.515719	1.515719	0.000000	1.515719	1.515719	1.515719	1.515719	1.515719	1.515719	1.515719	1.515719	0.000000	1.515719	1.515719	1.515719	1.515719	1.515719	0.000000	0.048401	0.211221	0.343049	0.203983	0.193347	
7704000	-50.127628	888	0.000358	1	6	'0 0 Z 0 0 0 0 Z 0 0 0 0 0 Z 0 Z Z 0 0 Z 	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	0.000000	0.000000	1.768559	1.768559	0.000000	0.060688	0.184678	0.374516	0.105513	0.274604	
7705000	-51.845952	106	0.000358	1	9	'Z Z Z 0 Z 0 Z Z 0 0 0 0 0 0 0 Z 0 0 Z Z 	0.000000	0.000000	0.000000	2.104990	0.000000	2.104990	0.000000	0.000000	2.104990	2.104990	2.104990	2.104990	2.104990	2.104990	2.104990	0.000000	2.104990	2.104990	0.000000	0.000000	0.000198	0.158010	0.389895	0.426292	0.025605	
7706000	-53.585871	358	0.000358	1	9	'0 0 0 Z Z Z 0 Z 0 Z 0 Z Z 0 0 0 0 Z Z 0 	2.609536	2.609536	2.609536	0.000000	0.000000	0.000000	2.609536	0.000000	2.609536	0.000000	2.609536	0.000000	0.000000	2.609536	2.609536	2.609536	2.609536	0.000000	0.000000	2.609536	0.040413	0.089573	0.362079	0.238537	0.269398	
7707000	-48.502342	50	0.000358	1	12	'Z 0 Z Z Z Z 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 Z 	0.000000	2.500000	0.000000	0.000000	0.000000	0.000000	2.500000	0.000000	2.500000	2.500000	2.500000	0.000000	0.000000	0.000000	2.500000	2.500000	0.000000	0.000000	2.500000	0.000000	0.029663	0.079832	0.300476	0.296815	0.293214	
7708000	-51.852855	838	0.000358	1	7	'0 0 Z Z 0 Z 0 0 0 0 Z Z 0 0 Z 0 0 Z 0 0 	2.396450	2.396450	0.000000	0.000000	2.396450	0.000000	2.396450	2.396450	2.396450	2.396450	0.000000	0.000000	2.396450	2.396450	0.000000	2.396450	2.396450	0.000000	2.396450	2.396450	0.030837	0.246231	0.235770	0.274982	0.212179	
7709000	-49.392424	812	0.000358	1	7	'Z 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	1.793623	1.793623	0.000000	1.793623	1.793623	1.793623	1.793623	1.793623	1.793623	1.793623	1.793623	1.793623	0.000000	1.793623	0.000000	0.000000	0.000000	1.793623	0.000000	0.038265	0.303654	0.411678	0.161171	0.085232	
7710000	-50.201129	754	0.000358	1	11	'Z Z Z 0 0 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 	0.000000	0.000000	0.000000	2.528090	2.528090	2.528090	2.528090	0.000000	2.528090	2.528090	0.000000	2.528090	0.000000	0.000000	2.528090	0.000000	0.000000	0.000000	0.000000	2.528090	0.005175	0.274256	0.367489	0.253027	0.100052	
7711000	-51.663471	424	0.000264	1	8	'Z Z 0 0 0 Z Z Z 0 0 0 0 Z Z 0 0 0 Z 0 0 	0.000000	0.000000	2.047523	2.047523	2.047523	0.000000	0.000000	0.000000	2.047523	2.047523	2.047523	2.047523	0.000000	0.000000	2.047523	2.047523	2.047523	0.000000	2.047523	2.047523	0.066571	0.000343	0.332430	0.289207	0.311450	
7712000	-49.255520	420	0.000264	1	6	'0 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 Z Z 0 0 Z 	1.852699	1.852699	1.852699	0.000000	1.852699	1.852699	1.852699	1.852699	1.852699	1.852699	1.852699	0.000000	1.852699	0.000000	1.852699	0.000000	0.000000	1.852699	1.852699	0.000000	0.019439	0.355603	0.101980	0.009838	0.513140	
7713000	-51.785611	307	0.000264	1	9	'Z Z Z Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 0 	0.000000	0.000000	0.000000	0.000000	1.928571	1.928571	1.928571	1.928571	1.928571	1.928571	1.928571	0.000000	0.000000	1.928571	1.928571	0.000000	0.000000	1.928571	0.000000	1.928571	0.000000	0.303936	0.265335	0.164696	0.266033	
7714000	-48.155551	676	0.000264	1	7	'Z Z 0 0 Z 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.705981	1.705981	0.000000	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	0.000000	1.705981	0.000000	1.705981	0.000000	0.039361	0.224001	0.410091	0.210502	0.116046	
7715000	-50.232320	977	0.000264	1	7	'Z Z 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z Z 0 Z 	0.000000	0.000000	1.773205	1.773205	1.773205	0.000000	1.773205	1.773205	1.773205	1.773205	1.773205	1.773205	0.000000	1.773205	1.773205	1.773205	0.000000	0.000000	1.773205	0.000000	0.043861	0.132364	0.481859	0.267580	0.074336	
7716000	-49.147240	736	0.000264	1	9	'Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.844262	1.844262	0.000000	1.844262	1.844262	0.000000	1.844262	0.000000	1.844262	1.844262	1.844262	1.844262	0.000000	1.844262	1.844262	0.000000	0.167677	0.259630	0.305434	0.267259	
7717000	-51.480731	512	0.000264	1	10	'Z Z 0 Z Z Z Z Z 0 0 0 0 0 0 0 Z Z Z 0 0 	0.000000	0.000000	2.120419	0.000000	0.000000	0.000000	0.000000	0.000000	2.120419	2.120419	2.120419	2.120419	2.120419	2.120419	2.120419	0.000000	0.000000	0.000000	2.120419	2.120419	0.007800	0.000000	0.348103	0.098304	0.545793	
7718000	-51.211856	283	0.000264	1	10	'Z Z Z 0 0 Z Z Z 0 0 0 Z 0 Z 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	2.422249	2.422249	0.000000	0.000000	0.000000	2.422249	2.422249	2.422249	0.000000	2.422249	0.000000	2.422249	2.422249	0.000000	0.000000	2.422249	2.422249	0.022046	0.000004	0.123141	0.412156	0.442652	
7719000	-47.807100	145	0.000264	1	8	'Z 0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	0.000000	1.903195	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	0.000000	0.000000	1.903195	1.903195	0.000000	0.000000	0.000000	1.903195	0.000000	0.022177	0.328287	0.248963	0.171037	0.229535	
