Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2203277202
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
2186000	-53.091311	736	0.000314	1	8	'0 Z Z Z 0 Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 	2.014925	0.000000	0.000000	0.000000	2.014925	0.000000	2.014925	2.014925	2.014925	0.000000	2.014925	2.014925	0.000000	2.014925	2.014925	0.000000	2.014925	0.000000	2.014925	2.014925	0.006127	0.207282	0.337243	0.230931	0.218417	
2187000	-48.186062	109	0.000314	1	9	'Z Z Z Z Z 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	0.000000	0.000000	1.759340	0.000000	0.000000	0.214868	0.389116	0.324351	0.071664	
2188000	-48.508956	721	0.000314	1	8	'Z Z 0 Z Z Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.921252	0.000000	0.000000	0.000000	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	0.000000	1.921252	0.000000	1.921252	0.000000	0.003904	0.116928	0.466200	0.258990	0.153977	
2189000	-49.064269	429	0.000314	1	11	'Z 0 Z Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z Z Z 0 Z 	0.000000	2.177419	0.000000	0.000000	0.000000	2.177419	2.177419	0.000000	2.177419	2.177419	0.000000	2.177419	0.000000	2.177419	2.177419	0.000000	0.000000	0.000000	2.177419	0.000000	0.007697	0.296176	0.182969	0.494713	0.018444	
2190000	-48.387538	840	0.000343	1	10	'Z Z Z Z 0 0 Z 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	2.145127	2.145127	0.000000	2.145127	2.145127	2.145127	2.145127	0.000000	2.145127	2.145127	2.145127	0.000000	0.000000	0.000000	2.145127	0.000000	0.000000	0.244128	0.303119	0.227733	0.225019	
2191000	-51.920473	845	0.000157	1	6	'Z 0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z 0 0 Z 	0.000000	1.639676	1.639676	0.000000	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	0.000000	0.000000	1.639676	1.639676	1.639676	0.000000	1.639676	1.639676	0.000000	0.034248	0.283171	0.222782	0.376256	0.083542	
2192000	-52.863207	619	0.000716	1	10	'Z 0 0 Z Z 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z Z Z 	0.000000	2.856135	2.856135	0.000000	0.000000	2.856135	2.856135	2.856135	2.856135	2.856135	0.000000	0.000000	2.856135	0.000000	2.856135	0.000000	2.856135	0.000000	0.000000	0.000000	0.062341	0.184024	0.417231	0.312607	0.023797	
2193000	-51.451402	36	0.000540	1	8	'0 Z 0 Z 0 0 0 0 0 0 Z Z 0 0 0 Z Z 0 Z Z 	2.332949	0.000000	2.332949	0.000000	2.332949	2.332949	2.332949	2.332949	2.332949	2.332949	0.000000	0.000000	2.332949	2.332949	2.332949	0.000000	0.000000	2.332949	0.000000	0.000000	0.052722	0.208382	0.324472	0.226596	0.187828	
2194000	-49.377853	358	0.000378	1	9	'Z 0 Z 0 Z 0 Z 0 0 0 0 Z Z Z 0 0 Z Z 0 0 	0.000000	1.939655	0.000000	1.939655	0.000000	1.939655	0.000000	1.939655	1.939655	1.939655	1.939655	0.000000	0.000000	0.000000	1.939655	1.939655	0.000000	0.000000	1.939655	1.939655	0.051738	0.212136	0.333736	0.204440	0.197950	
2195000	-48.899950	454	0.000378	1	6	'0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	0.000000	0.000000	0.000000	1.768559	0.000000	0.053301	0.174684	0.368174	0.303514	0.100326	
2196000	-49.430595	328	0.000392	1	11	'Z Z Z 0 Z 0 Z Z 0 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	2.351916	0.000000	2.351916	0.000000	0.000000	2.351916	2.351916	2.351916	0.000000	0.000000	0.000000	2.351916	2.351916	2.351916	0.000000	2.351916	0.000000	0.027068	0.139128	0.328836	0.265018	0.239949	
2197000	-51.462713	974	0.000392	1	12	'Z Z 0 Z Z Z 0 Z 0 0 0 Z Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	2.531250	0.000000	0.000000	0.000000	2.531250	0.000000	2.531250	2.531250	2.531250	0.000000	0.000000	2.531250	2.531250	0.000000	0.000000	0.000000	2.531250	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
2198000	-49.682296	906	0.000639	1	8	'Z 0 Z 0 0 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	0.000000	0.000000	0.000000	1.935946	0.000000	0.043307	0.211872	0.338625	0.212826	0.193370	
2199000	-50.748428	461	0.000205	1	8	'0 Z 0 Z Z Z Z Z 0 0 0 0 Z 0 0 0 0 Z 0 0 	1.908577	0.000000	1.908577	0.000000	0.000000	0.000000	0.000000	0.000000	1.908577	1.908577	1.908577	1.908577	0.000000	1.908577	1.908577	1.908577	1.908577	0.000000	1.908577	1.908577	0.005352	0.000000	0.329244	0.198149	0.467254	
2200000	-51.233558	959	0.000256	1	8	'0 Z 0 0 Z 0 Z Z 0 0 0 0 Z Z 0 0 Z Z 0 0 	1.830922	0.000000	1.830922	1.830922	0.000000	1.830922	0.000000	0.000000	1.830922	1.830922	1.830922	1.830922	0.000000	0.000000	1.830922	1.830922	0.000000	0.000000	1.830922	1.830922	0.059863	0.033923	0.403359	0.270158	0.232697	
2201000	-49.228246	552	0.000256	1	5	'Z Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 0 	0.000000	0.000000	1.617412	1.617412	1.617412	1.617412	1.617412	1.617412	1.617412	1.617412	1.617412	0.000000	1.617412	1.617412	1.617412	1.617412	0.000000	0.000000	1.617412	1.617412	0.025371	0.254496	0.229929	0.282425	0.207779	
2202000	-48.983483	25	0.000265	1	6	'Z 0 Z Z 0 0 0 Z 0 0 0 0 Z Z 0 0 0 0 0 0 	0.000000	1.573427	0.000000	0.000000	1.573427	1.573427	1.573427	0.000000	1.573427	1.573427	1.573427	1.573427	0.000000	0.000000	1.573427	1.573427	1.573427	1.573427	1.573427	1.573427	0.026910	0.179394	0.387034	0.158222	0.248440	
2203000	-52.272859	121	0.000265	1	8	'Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 0 0 Z Z 0 0 Z 	0.000000	1.948989	1.948989	0.000000	1.948989	1.948989	1.948989	0.000000	0.000000	1.948989	0.000000	1.948989	1.948989	1.948989	1.948989	0.000000	0.000000	1.948989	1.948989	0.000000	0.090430	0.256616	0.152085	0.386986	0.113883	
2204000	-50.812441	339	0.000265	1	9	'Z Z 0 Z Z 0 Z Z 0 0 0 0 Z 0 0 0 Z Z 0 0 	0.000000	0.000000	1.745690	0.000000	0.000000	1.745690	0.000000	0.000000	1.745690	1.745690	1.745690	1.745690	0.000000	1.745690	1.745690	1.745690	0.000000	0.000000	1.745690	1.745690	0.091999	0.025266	0.437921	0.224696	0.220119	
2205000	-49.708703	524	0.000265	1	6	'0 0 Z 0 0 0 0 Z 0 0 Z 0 Z 0 0 Z 0 0 0 Z 	1.869806	1.869806	0.000000	1.869806	1.869806	1.869806	1.869806	0.000000	1.869806	1.869806	0.000000	1.869806	0.000000	1.869806	1.869806	0.000000	1.869806	1.869806	1.869806	0.000000	0.032631	0.238672	0.187985	0.408651	0.132062	
2206000	-50.235506	438	0.000265	1	8	'0 Z 0 Z Z 0 0 Z 0 0 Z 0 Z Z 0 Z 0 0 0 0 	1.952748	0.000000	1.952748	0.000000	0.000000	1.952748	1.952748	0.000000	1.952748	1.952748	0.000000	1.952748	0.000000	0.000000	1.952748	0.000000	1.952748	1.952748	1.952748	1.952748	0.018300	0.115922	0.406024	0.084182	0.375572	
2207000	-48.585852	467	0.000265	1	5	'Z 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 	0.000000	1.817774	1.817774	1.817774	1.817774	1.817774	1.817774	0.000000	1.817774	1.817774	0.000000	1.817774	1.817774	1.817774	1.817774	0.000000	1.817774	0.000000	1.817774	1.817774	0.063629	0.145994	0.247632	0.249538	0.293207	
2208000	-49.397087	689	0.000265	1	4	'0 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 0 0 Z 0 0 	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	0.000000	1.604596	1.604596	1.604596	1.604596	0.000000	0.000000	1.604596	1.604596	1.604596	0.000000	1.604596	1.604596	0.066986	0.218722	0.421753	0.127289	0.165250	
2209000	-48.188449	315	0.000265	1	7	'Z 0 Z 0 Z Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.871534	0.000000	1.871534	0.000000	0.000000	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	0.000000	1.871534	0.000000	1.871534	0.000000	0.045421	0.101295	0.423627	0.278924	0.150733	
2210000	-51.658915	73	0.000265	1	10	'0 0 Z Z Z 0 0 Z 0 0 0 0 Z Z 0 Z Z Z Z 0 	2.102804	2.102804	0.000000	0.000000	0.000000	2.102804	2.102804	0.000000	2.102804	2.102804	2.102804	2.102804	0.000000	0.000000	2.102804	0.000000	0.000000	0.000000	0.000000	2.102804	0.091954	0.198569	0.609840	0.093094	0.006543	
2211000	-49.144885	854	0.000265	1	9	'Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z 0 0 Z Z Z 0 Z 	0.000000	1.967930	0.000000	1.967930	0.000000	1.967930	1.967930	1.967930	1.967930	1.967930	0.000000	1.967930	0.000000	1.967930	1.967930	0.000000	0.000000	0.000000	1.967930	0.000000	0.001080	0.320181	0.074137	0.602660	0.001942	
2212000	-49.142592	152	0.000265	2	10	'Z Z 1 1 0 0 Z 0 1 0 1 Z Z Z 0 Z Z Z 1 Z 	0.000000	0.000000	1.201619	1.201619	3.084448	3.084448	0.000000	3.084448	1.201619	3.084448	1.201619	0.000000	0.000000	0.000000	3.084448	0.000000	0.000000	0.000000	1.201619	0.000000	0.027119	0.272297	0.466814	0.212738	0.021032	
2213000	-49.052622	854	0.000265	1	6	'Z Z Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	0.000000	1.680498	0.000000	0.000040	0.415250	0.439916	0.114360	0.030433	
2214000	-48.154046	284	0.000265	1	7	'0 0 0 0 0 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	2.168094	2.168094	2.168094	2.168094	2.168094	2.168094	2.168094	0.000000	2.168094	2.168094	0.000000	2.168094	2.168094	0.000000	2.168094	0.000000	0.000000	0.000000	2.168094	0.000000	0.068650	0.384946	0.255153	0.272555	0.018696	
2215000	-48.251694	602	0.000327	1	8	'0 Z 0 Z 0 0 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.830922	0.000000	1.830922	0.000000	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	0.000000	0.000000	0.000000	1.830922	0.000000	0.050506	0.222229	0.406448	0.217702	0.103115	
2216000	-47.877773	146	0.000327	1	8	'0 0 Z Z 0 0 0 Z 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	1.939655	1.939655	0.000000	0.000000	1.939655	1.939655	1.939655	0.000000	1.939655	1.939655	1.939655	1.939655	0.000000	0.000000	1.939655	0.000000	1.939655	0.000000	1.939655	0.000000	0.049679	0.208469	0.431107	0.115634	0.195111	
2217000	-50.094824	192	0.000327	1	6	'0 0 Z Z 0 0 0 Z 0 0 0 0 Z 0 0 Z 0 0 0 Z 	1.666667	1.666667	0.000000	0.000000	1.666667	1.666667	1.666667	0.000000	1.666667	1.666667	1.666667	1.666667	0.000000	1.666667	1.666667	0.000000	1.666667	1.666667	1.666667	0.000000	0.043125	0.168293	0.359953	0.176992	0.251637	
2218000	-50.465191	729	0.000327	1	8	'0 0 Z 0 Z Z 0 0 0 0 Z Z 0 0 0 Z Z 0 0 Z 	2.306378	2.306378	0.000000	2.306378	0.000000	0.000000	2.306378	2.306378	2.306378	2.306378	0.000000	0.000000	2.306378	2.306378	2.306378	0.000000	0.000000	2.306378	2.306378	0.000000	0.040239	0.327339	0.181174	0.271837	0.179411	
2219000	-50.858121	422	0.000327	1	8	'0 Z 0 0 Z Z 0 Z 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	2.047523	0.000000	2.047523	2.047523	0.000000	0.000000	2.047523	0.000000	2.047523	2.047523	2.047523	2.047523	0.000000	2.047523	2.047523	0.000000	2.047523	0.000000	2.047523	0.000000	0.042181	0.002663	0.417494	0.100977	0.436685	
2220000	-51.091894	712	0.000473	1	7	'0 0 Z 0 0 0 0 Z Z 0 0 Z 0 0 0 0 Z Z 0 Z 	1.876738	1.876738	0.000000	1.876738	1.876738	1.876738	1.876738	0.000000	0.000000	1.876738	1.876738	0.000000	1.876738	1.876738	1.876738	1.876738	0.000000	0.000000	1.876738	0.000000	0.054830	0.218818	0.310706	0.253373	0.162273	
2221000	-49.714072	990	0.000231	1	7	'Z 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 Z Z 0 0 Z 	0.000000	1.701681	1.701681	0.000000	1.701681	1.701681	0.000000	1.701681	1.701681	1.701681	1.701681	1.701681	0.000000	1.701681	1.701681	0.000000	0.000000	1.701681	1.701681	0.000000	0.123764	0.096029	0.392780	0.322318	0.065110	
2222000	-47.839567	856	0.000196	1	7	'0 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.796806	1.796806	1.796806	0.000000	1.796806	1.796806	0.000000	1.796806	1.796806	1.796806	1.796806	1.796806	0.000000	1.796806	1.796806	0.000000	0.000000	0.000000	1.796806	0.000000	0.095919	0.079592	0.488167	0.309563	0.026760	
2223000	-51.739352	880	0.000196	1	8	'0 0 0 0 0 Z Z 0 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	2.563291	2.563291	2.563291	2.563291	2.563291	0.000000	0.000000	2.563291	2.563291	2.563291	0.000000	2.563291	2.563291	0.000000	2.563291	0.000000	0.000000	0.000000	2.563291	0.000000	0.041205	0.000623	0.002577	0.955493	0.000102	
2224000	-49.830741	705	0.000341	1	8	'Z Z Z Z Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.745690	0.000000	1.745690	1.745690	1.745690	1.745690	1.745690	1.745690	1.745690	1.745690	0.000000	1.745690	1.745690	1.745690	0.000000	0.000000	0.115178	0.399094	0.332713	0.153015	
2225000	-49.784958	683	0.000341	1	6	'Z Z Z Z Z 0 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	1.501112	0.000000	1.501112	1.501112	0.000000	0.203706	0.360389	0.249784	0.186121	
2226000	-52.443863	769	0.000307	1	8	'0 Z 0 0 0 0 0 Z 0 0 0 Z Z Z 0 0 Z Z Z 0 	2.145127	0.000000	2.145127	2.145127	2.145127	2.145127	2.145127	0.000000	2.145127	2.145127	2.145127	0.000000	0.000000	0.000000	2.145127	2.145127	0.000000	0.000000	0.000000	2.145127	0.046400	0.317973	0.470992	0.150514	0.014121	
2227000	-52.741785	971	0.000307	1	9	'0 Z 0 0 0 Z 0 Z Z 0 Z Z 0 Z 0 0 0 Z Z 0 	3.035982	0.000000	3.035982	3.035982	3.035982	0.000000	3.035982	0.000000	0.000000	3.035982	0.000000	0.000000	3.035982	0.000000	3.035982	3.035982	3.035982	0.000000	0.000000	3.035982	0.085223	0.345756	0.123606	0.242441	0.202974	
2228000	-50.852052	765	0.000414	1	7	'Z 0 Z 0 Z 0 0 0 0 0 Z Z 0 0 0 Z 0 0 Z 0 	0.000000	2.091942	0.000000	2.091942	0.000000	2.091942	2.091942	2.091942	2.091942	2.091942	0.000000	0.000000	2.091942	2.091942	2.091942	0.000000	2.091942	2.091942	0.000000	2.091942	0.031721	0.241799	0.102211	0.158686	0.465583	
2229000	-53.866383	951	0.000422	1	6	'Z Z 0 Z Z Z 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	1.716102	0.000000	0.000000	0.000000	1.716102	1.716102	1.716102	0.000000	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	0.013737	0.159061	0.371942	0.238075	0.217186	
2230000	-51.466627	470	0.000422	1	7	'0 Z 0 0 0 Z Z 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	2.332949	0.000000	2.332949	2.332949	2.332949	0.000000	0.000000	2.332949	2.332949	2.332949	0.000000	2.332949	2.332949	0.000000	2.332949	0.000000	2.332949	0.000000	2.332949	2.332949	0.048084	0.164279	0.314514	0.250569	0.222554	
2231000	-48.930628	870	0.000422	2	9	'1 1 Z Z 1 1 0 Z 0 1 Z 1 Z Z 0 Z 0 Z 1 Z 	2.741672	2.741672	0.000000	0.000000	2.741672	2.741672	1.262315	0.000000	1.262315	2.741672	0.000000	2.741672	0.000000	0.000000	1.262315	0.000000	1.262315	0.000000	2.741672	0.000000	0.041770	0.253723	0.255597	0.350943	0.097966	
2232000	-50.086170	990	0.000422	1	8	'Z Z Z 0 0 0 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.912181	1.912181	1.912181	1.912181	0.000000	1.912181	1.912181	1.912181	0.000000	0.000000	0.000000	1.912181	1.912181	1.912181	0.000000	1.912181	1.912181	0.033312	0.212044	0.330997	0.210428	0.213219	
2233000	-49.470623	120	0.000585	1	11	'Z 0 Z Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	0.000000	2.354651	0.000000	0.000000	0.000000	2.354651	2.354651	0.000000	2.354651	2.354651	0.000000	2.354651	2.354651	0.000000	2.354651	0.000000	0.000000	0.000000	2.354651	0.000000	0.037738	0.231896	0.329787	0.238096	0.162483	
2234000	-54.388644	531	0.000585	1	9	'0 0 Z Z 0 Z 0 0 Z 0 0 Z Z 0 0 Z 0 Z Z 0 	2.327586	2.327586	0.000000	0.000000	2.327586	0.000000	2.327586	2.327586	0.000000	2.327586	2.327586	0.000000	0.000000	2.327586	2.327586	0.000000	2.327586	0.000000	0.000000	2.327586	0.045789	0.212997	0.320883	0.213943	0.206389	
2235000	-50.858841	273	0.000401	1	7	'Z 0 0 0 Z 0 Z 0 0 0 0 Z 0 0 0 Z 0 Z Z 0 	0.000000	2.094105	2.094105	2.094105	0.000000	2.094105	0.000000	2.094105	2.094105	2.094105	2.094105	0.000000	2.094105	2.094105	2.094105	0.000000	2.094105	0.000000	0.000000	2.094105	0.047692	0.226940	0.309448	0.210964	0.204956	
2236000	-49.567595	254	0.000401	1	8	'0 0 0 0 Z 0 Z 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 	2.041331	2.041331	2.041331	2.041331	0.000000	2.041331	0.000000	2.041331	2.041331	2.041331	2.041331	0.000000	0.000000	0.000000	2.041331	2.041331	0.000000	0.000000	2.041331	0.000000	0.047466	0.214339	0.349722	0.210580	0.177892	
2237000	-48.437205	996	0.000356	1	8	'0 0 Z 0 0 Z Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	2.521793	2.521793	0.000000	2.521793	2.521793	0.000000	0.000000	2.521793	2.521793	2.521793	2.521793	0.000000	2.521793	0.000000	2.521793	0.000000	2.521793	0.000000	2.521793	0.000000	0.048607	0.076694	0.318767	0.203235	0.352697	
2238000	-50.038641	659	0.000223	1	8	'Z 0 Z 0 Z 0 Z 0 0 0 0 Z 0 Z 0 0 Z Z 0 0 	0.000000	1.903195	0.000000	1.903195	0.000000	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	0.000000	1.903195	0.000000	1.903195	1.903195	0.000000	0.000000	1.903195	1.903195	0.047618	0.153531	0.299781	0.268191	0.230880	
2239000	-51.349027	8	0.000223	1	5	'Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 0 0 0 0 0 	0.000000	1.623897	1.623897	1.623897	0.000000	1.623897	1.623897	0.000000	1.623897	1.623897	0.000000	1.623897	0.000000	1.623897	1.623897	1.623897	1.623897	1.623897	1.623897	1.623897	0.096967	0.075610	0.144172	0.370436	0.312815	
2240000	-51.088414	775	0.000223	1	7	'Z 0 0 Z 0 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 0 0 	0.000000	1.866359	1.866359	0.000000	1.866359	1.866359	0.000000	1.866359	1.866359	1.866359	0.000000	0.000000	0.000000	1.866359	1.866359	1.866359	0.000000	1.866359	1.866359	1.866359	0.022974	0.052996	0.011539	0.630945	0.281547	
2241000	-51.749568	546	0.000223	1	4	'Z 0 0 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	1.609698	1.609698	1.609698	0.000000	1.609698	0.000000	1.609698	1.609698	1.609698	0.000000	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	0.091035	0.015213	0.051463	0.605336	0.236952	
2242000	-49.903613	313	0.000223	1	9	'Z 0 Z 0 Z 0 Z Z 0 0 Z 0 Z 0 0 Z 0 Z 0 0 	0.000000	2.096273	0.000000	2.096273	0.000000	2.096273	0.000000	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.038451	0.003113	0.121749	0.223981	0.612706	
2243000	-50.645918	584	0.000223	1	6	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	1.840909	1.840909	1.840909	1.840909	0.000000	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	0.000000	0.000000	1.840909	1.840909	0.000000	1.840909	0.000000	1.840909	0.000000	0.121194	0.382013	0.231491	0.111085	0.154216	
2244000	-50.719318	226	0.000223	1	7	'0 0 Z 0 Z Z Z 0 0 0 0 Z 0 0 0 Z 0 0 0 Z 	2.118201	2.118201	0.000000	2.118201	0.000000	0.000000	0.000000	2.118201	2.118201	2.118201	2.118201	0.000000	2.118201	2.118201	2.118201	0.000000	2.118201	2.118201	2.118201	0.000000	0.049278	0.002343	0.330596	0.315559	0.302223	
2245000	-50.419967	687	0.000223	1	3	'0 Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 	1.443336	0.000000	0.000000	1.443336	1.443336	1.443336	1.443336	0.000000	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	1.443336	0.016966	0.101194	0.370231	0.269833	0.241777	
2246000	-50.671116	334	0.000223	1	3	'0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 	1.570985	1.570985	0.000000	1.570985	1.570985	0.000000	1.570985	1.570985	1.570985	1.570985	1.570985	1.570985	1.570985	1.570985	1.570985	0.000000	1.570985	1.570985	1.570985	1.570985	0.035085	0.033070	0.487276	0.156574	0.287994	
2247000	-51.543607	743	0.000223	1	7	'Z Z Z 0 Z 0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	1.796806	0.000000	1.796806	1.796806	0.000000	1.796806	1.796806	0.000000	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	0.000000	0.001732	0.181212	0.088582	0.661573	0.066901	
2248000	-49.376902	356	0.000223	1	7	'Z Z 0 Z 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 0 0 Z 	0.000000	0.000000	2.018943	0.000000	2.018943	0.000000	2.018943	2.018943	2.018943	2.018943	0.000000	2.018943	2.018943	2.018943	2.018943	0.000000	2.018943	2.018943	2.018943	0.000000	0.009565	0.166433	0.147916	0.576225	0.099860	
2249000	-50.006935	130	0.000223	1	8	'0 Z 0 Z 0 0 0 0 Z 0 0 Z 0 0 0 Z Z Z 0 Z 	1.943378	0.000000	1.943378	0.000000	1.943378	1.943378	1.943378	1.943378	0.000000	1.943378	1.943378	0.000000	1.943378	1.943378	1.943378	0.000000	0.000000	0.000000	1.943378	0.000000	0.058768	0.460672	0.183981	0.201135	0.095444	
2250000	-48.301337	294	0.000287	1	7	'Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 Z Z Z 0 Z 	0.000000	1.897844	1.897844	1.897844	1.897844	1.897844	1.897844	1.897844	1.897844	1.897844	0.000000	1.897844	0.000000	1.897844	1.897844	0.000000	0.000000	0.000000	1.897844	0.000000	0.061041	0.234384	0.104525	0.593505	0.006544	
2251000	-49.701426	614	0.000287	1	6	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 Z Z 0 Z 	1.727816	1.727816	1.727816	1.727816	0.000000	1.727816	1.727816	1.727816	1.727816	1.727816	1.727816	0.000000	0.000000	1.727816	1.727816	1.727816	0.000000	0.000000	1.727816	0.000000	0.086857	0.242444	0.315853	0.261008	0.093838	
2252000	-48.155038	517	0.000287	1	8	'Z Z Z 0 0 0 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	1.924905	1.924905	1.924905	1.924905	1.924905	1.924905	1.924905	1.924905	0.000000	1.924905	0.000000	1.924905	1.924905	0.000000	0.000000	1.924905	0.000000	0.002542	0.274709	0.374918	0.209531	0.138299	
