Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3000850356
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
2870000	-50.878257	802	0.000173	1	12	'0 Z Z 0 0 Z Z Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	3.169014	0.000000	0.000000	3.169014	3.169014	0.000000	0.000000	0.000000	3.169014	3.169014	0.000000	3.169014	0.000000	0.000000	3.169014	0.000000	0.000000	0.000000	3.169014	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
2871000	-50.341602	887	0.000173	1	1	'0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	1.393668	0.000000	1.393668	1.393668	0.051278	0.137873	0.357550	0.336758	0.116542	
2872000	-50.402500	712	0.000173	1	11	'Z Z 0 0 Z Z 0 Z 0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.346466	2.346466	0.000000	0.000000	2.346466	0.000000	2.346466	2.346466	2.346466	2.346466	0.000000	0.000000	2.346466	0.000000	0.000000	0.000000	2.346466	0.000000	0.043756	0.001420	0.776642	0.115362	0.062821	
2873000	-49.998353	959	0.000173	1	7	'0 Z Z Z 0 0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 0 	1.801601	0.000000	0.000000	0.000000	1.801601	1.801601	0.000000	0.000000	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	0.000000	1.801601	1.801601	0.000003	0.007608	0.426689	0.150270	0.415430	
2874000	-50.484623	166	0.000173	1	5	'0 Z Z 0 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 0 	1.741187	0.000000	0.000000	1.741187	1.741187	1.741187	1.741187	0.000000	1.741187	1.741187	0.000000	1.741187	1.741187	1.741187	1.741187	0.000000	1.741187	1.741187	1.741187	1.741187	0.007055	0.056247	0.093410	0.373578	0.469710	
2875000	-49.018781	97	0.000265	1	8	'Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	1.935946	1.935946	0.000000	1.935946	1.935946	0.000000	1.935946	1.935946	0.000000	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	0.000000	0.075020	0.278322	0.213069	0.395400	0.038189	
2876000	-47.994830	142	0.000265	1	9	'Z Z Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.658477	1.658477	1.658477	1.658477	1.658477	1.658477	1.658477	0.000000	1.658477	1.658477	1.658477	0.000000	0.000000	1.658477	0.000000	0.000000	0.194549	0.495441	0.254101	0.055909	
2877000	-51.236881	927	0.000265	1	8	'Z Z 0 Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	2.094105	0.000000	2.094105	2.094105	2.094105	2.094105	2.094105	2.094105	0.000000	2.094105	2.094105	0.000000	2.094105	0.000000	2.094105	0.000000	2.094105	0.000000	0.008156	0.362775	0.257839	0.325272	0.045959	
2878000	-48.770910	659	0.000265	1	9	'Z 0 0 Z Z 0 0 0 0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.000000	1.856095	1.856095	0.000000	0.000000	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	0.000000	0.000000	1.856095	0.000000	0.000000	0.000000	1.856095	0.000000	0.072134	0.261547	0.463372	0.111615	0.091331	
2879000	-49.549475	969	0.000265	1	6	'0 Z Z Z 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 0 0 0 	1.679104	0.000000	0.000000	0.000000	1.679104	1.679104	1.679104	1.679104	1.679104	1.679104	0.000000	1.679104	0.000000	1.679104	1.679104	0.000000	1.679104	1.679104	1.679104	1.679104	0.012508	0.239739	0.246791	0.220043	0.280919	
2880000	-50.459366	874	0.000265	1	5	'0 Z Z Z 0 0 0 0 0 0 Z 0 Z 0 0 0 0 0 0 0 	1.562500	0.000000	0.000000	0.000000	1.562500	1.562500	1.562500	1.562500	1.562500	1.562500	0.000000	1.562500	0.000000	1.562500	1.562500	1.562500	1.562500	1.562500	1.562500	1.562500	0.002135	0.223405	0.126789	0.386275	0.261395	
2881000	-50.373958	295	0.000257	1	9	'Z 0 0 0 Z 0 0 0 0 0 Z Z Z Z 0 Z Z 0 0 Z 	0.000000	2.237569	2.237569	2.237569	0.000000	2.237569	2.237569	2.237569	2.237569	2.237569	0.000000	0.000000	0.000000	0.000000	2.237569	0.000000	0.000000	2.237569	2.237569	0.000000	0.068482	0.390845	0.154372	0.057908	0.328393	
2882000	-50.489880	451	0.000524	1	9	'0 Z Z 0 0 Z 0 Z Z 0 0 Z 0 Z 0 0 0 Z 0 Z 	2.404988	0.000000	0.000000	2.404988	2.404988	0.000000	2.404988	0.000000	0.000000	2.404988	2.404988	0.000000	2.404988	0.000000	2.404988	2.404988	2.404988	0.000000	2.404988	0.000000	0.042031	0.182463	0.318362	0.234413	0.222731	
2883000	-51.926754	300	0.000524	1	5	'Z Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	0.000000	1.488971	0.000000	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	1.488971	0.000000	0.000000	1.488971	1.488971	1.488971	0.015039	0.211257	0.345664	0.215442	0.212597	
2884000	-51.836872	987	0.000524	1	10	'Z Z Z 0 0 Z 0 Z 0 0 0 Z Z 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	2.235099	2.235099	0.000000	2.235099	0.000000	2.235099	2.235099	2.235099	0.000000	0.000000	2.235099	2.235099	2.235099	0.000000	0.000000	2.235099	0.000000	0.028799	0.157891	0.309810	0.237527	0.265972	
2885000	-52.017712	723	0.000524	1	8	'Z Z 0 0 Z 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 	0.000000	0.000000	2.175081	2.175081	0.000000	2.175081	2.175081	0.000000	2.175081	2.175081	0.000000	2.175081	2.175081	2.175081	2.175081	0.000000	2.175081	0.000000	0.000000	2.175081	0.041836	0.211583	0.330427	0.231844	0.184311	
2886000	-51.184174	266	0.000524	1	3	'0 0 Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 	1.497781	1.497781	0.000000	1.497781	1.497781	1.497781	1.497781	0.000000	1.497781	1.497781	1.497781	1.497781	1.497781	1.497781	1.497781	1.497781	1.497781	0.000000	1.497781	1.497781	0.043933	0.199853	0.333403	0.223145	0.199666	
2887000	-50.422227	207	0.000524	1	6	'0 0 0 Z Z 0 0 0 0 0 0 Z 0 0 0 Z Z 0 0 Z 	1.738197	1.738197	1.738197	0.000000	0.000000	1.738197	1.738197	1.738197	1.738197	1.738197	1.738197	0.000000	1.738197	1.738197	1.738197	0.000000	0.000000	1.738197	1.738197	0.000000	0.033621	0.247301	0.232220	0.159125	0.327733	
2888000	-49.886194	124	0.000524	1	6	'Z 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	0.000000	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	0.000000	1.768559	0.000000	1.768559	0.000000	0.036355	0.238186	0.364786	0.196350	0.164323	
2889000	-51.139956	137	0.000524	1	4	'0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z 0 0 	1.525998	1.525998	1.525998	0.000000	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	0.000000	1.525998	1.525998	0.000000	0.000000	1.525998	1.525998	0.053186	0.234716	0.353712	0.192346	0.166040	
2890000	-51.765449	209	0.000524	1	6	'0 Z 0 Z 0 0 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z 	1.694561	0.000000	1.694561	0.000000	1.694561	1.694561	1.694561	1.694561	0.000000	1.694561	1.694561	1.694561	1.694561	1.694561	1.694561	0.000000	1.694561	0.000000	1.694561	0.000000	0.047111	0.212224	0.337278	0.249742	0.153645	
2891000	-49.635899	649	0.000524	1	7	'0 0 0 0 0 0 Z Z 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	0.000000	0.000000	2.041331	2.041331	2.041331	2.041331	0.000000	0.000000	2.041331	0.000000	2.041331	0.000000	2.041331	0.000000	0.045899	0.224067	0.343775	0.183951	0.202309	
2892000	-51.636245	996	0.000524	1	5	'0 0 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 Z 0 0 Z 0 	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	0.000000	1.899625	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	0.000000	1.899625	0.037049	0.230852	0.275164	0.187987	0.268948	
2893000	-54.863507	260	0.000524	1	8	'Z Z 0 Z Z 0 Z 0 0 0 0 Z Z 0 Z 0 0 0 0 0 	0.000000	0.000000	1.919431	0.000000	0.000000	1.919431	0.000000	1.919431	1.919431	1.919431	1.919431	0.000000	0.000000	1.919431	0.000000	1.919431	1.919431	1.919431	1.919431	1.919431	0.030582	0.209186	0.338802	0.214067	0.207363	
2894000	-48.288451	106	0.000524	1	6	'0 Z Z 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	1.861213	0.000000	0.000000	1.861213	1.861213	1.861213	1.861213	1.861213	1.861213	1.861213	1.861213	0.000000	1.861213	1.861213	1.861213	0.000000	1.861213	0.000000	1.861213	0.000000	0.043688	0.212412	0.314670	0.212109	0.217121	
2895000	-49.550272	471	0.000524	1	7	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	1.871534	1.871534	1.871534	1.871534	0.000000	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	0.000000	0.000000	1.871534	1.871534	0.000000	0.000000	0.000000	1.871534	0.000000	0.049011	0.224096	0.308140	0.199779	0.218973	
2896000	-48.693600	370	0.000524	1	8	'Z 0 Z 0 0 0 0 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.041331	0.000000	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	0.000000	2.041331	0.000000	2.041331	0.000000	0.000000	0.000000	2.041331	0.000000	0.052978	0.217455	0.304261	0.158740	0.266566	
2897000	-51.719056	940	0.000524	1	10	'0 Z Z Z Z Z 0 Z 0 0 Z 0 0 Z 0 0 0 Z 0 Z 	2.466504	0.000000	0.000000	0.000000	0.000000	0.000000	2.466504	0.000000	2.466504	2.466504	0.000000	2.466504	2.466504	0.000000	2.466504	2.466504	2.466504	0.000000	2.466504	0.000000	0.022841	0.233412	0.348252	0.212434	0.183061	
2898000	-51.076066	768	0.000524	1	11	'Z 0 Z 0 Z Z 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	0.000000	2.725437	0.000000	2.725437	0.000000	0.000000	2.725437	0.000000	2.725437	2.725437	0.000000	2.725437	2.725437	0.000000	2.725437	0.000000	0.000000	0.000000	2.725437	0.000000	0.039824	0.221057	0.332808	0.230042	0.176269	
2899000	-57.150491	554	0.000524	1	7	'Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 Z 0 Z Z 0 0 0 	0.000000	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	0.000000	1.868081	0.000000	1.868081	1.868081	1.868081	0.000000	1.868081	0.000000	0.000000	1.868081	1.868081	1.868081	0.024331	0.300167	0.295934	0.115972	0.263597	
2900000	-52.128899	417	0.000524	1	6	'0 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 0 Z 0 0 0 	1.662562	1.662562	0.000000	1.662562	0.000000	1.662562	1.662562	1.662562	1.662562	1.662562	0.000000	1.662562	0.000000	0.000000	1.662562	1.662562	0.000000	1.662562	1.662562	1.662562	0.046624	0.205772	0.328755	0.217457	0.201392	
2901000	-49.873400	969	0.000524	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z Z 0 0 Z 	0.000000	2.111575	2.111575	0.000000	2.111575	2.111575	2.111575	0.000000	2.111575	2.111575	0.000000	2.111575	0.000000	0.000000	2.111575	0.000000	0.000000	2.111575	2.111575	0.000000	0.042438	0.199282	0.341317	0.209128	0.207834	
2902000	-52.552593	146	0.000524	1	9	'Z 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 0 Z 0 0 Z Z 	0.000000	2.547170	0.000000	2.547170	2.547170	2.547170	2.547170	0.000000	2.547170	2.547170	0.000000	0.000000	0.000000	2.547170	2.547170	0.000000	2.547170	2.547170	0.000000	0.000000	0.069864	0.077375	0.124667	0.069558	0.658535	
2903000	-52.028318	77	0.000524	1	5	'Z 0 Z Z 0 0 0 0 0 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	1.676325	0.000000	0.000000	1.676325	1.676325	1.676325	1.676325	1.676325	1.676325	1.676325	0.000000	1.676325	1.676325	1.676325	1.676325	1.676325	1.676325	0.000000	1.676325	0.018785	0.218764	0.322561	0.233539	0.206351	
2904000	-52.205293	508	0.000524	1	10	'Z 0 Z 0 Z 0 0 0 0 0 Z Z Z 0 0 Z Z Z Z 0 	0.000000	2.385159	0.000000	2.385159	0.000000	2.385159	2.385159	2.385159	2.385159	2.385159	0.000000	0.000000	0.000000	2.385159	2.385159	0.000000	0.000000	0.000000	0.000000	2.385159	0.045929	0.220724	0.264838	0.201411	0.267099	
2905000	-51.821510	493	0.000194	1	9	'Z Z Z 0 Z 0 0 0 0 0 Z Z 0 0 0 Z 0 Z Z 0 	0.000000	0.000000	0.000000	2.362894	0.000000	2.362894	2.362894	2.362894	2.362894	2.362894	0.000000	0.000000	2.362894	2.362894	2.362894	0.000000	2.362894	0.000000	0.000000	2.362894	0.001988	0.339342	0.071842	0.314717	0.272112	
2906000	-52.347707	678	0.000194	1	9	'Z Z 0 0 0 Z 0 0 0 0 Z Z 0 0 0 Z Z Z Z 0 	0.000000	0.000000	2.729111	2.729111	2.729111	0.000000	2.729111	2.729111	2.729111	2.729111	0.000000	0.000000	2.729111	2.729111	2.729111	0.000000	0.000000	0.000000	0.000000	2.729111	0.064392	0.240310	0.259171	0.305981	0.130147	
2907000	-51.286475	543	0.000428	1	10	'Z Z Z Z Z 0 0 0 0 0 0 Z 0 Z 0 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	2.085479	2.085479	2.085479	2.085479	2.085479	2.085479	0.000000	2.085479	0.000000	2.085479	2.085479	0.000000	0.000000	0.000000	2.085479	0.000000	0.290272	0.446398	0.206692	0.056637	
2908000	-49.706195	235	0.000428	1	9	'0 Z Z Z Z 0 0 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	1.880223	0.000000	0.000000	0.000000	0.000000	1.880223	1.880223	1.880223	1.880223	1.880223	1.880223	1.880223	0.000000	0.000000	1.880223	0.000000	1.880223	0.000000	1.880223	0.000000	0.019745	0.256716	0.383864	0.146436	0.193239	
2909000	-50.045400	19	0.000428	1	6	'0 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z 	1.977539	1.977539	1.977539	0.000000	1.977539	1.977539	1.977539	0.000000	1.977539	1.977539	0.000000	1.977539	1.977539	1.977539	1.977539	0.000000	1.977539	0.000000	1.977539	0.000000	0.056759	0.262123	0.272899	0.311377	0.096842	
2910000	-50.214391	771	0.000428	1	9	'0 0 Z Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z 0 Z Z Z 	2.579618	2.579618	0.000000	0.000000	2.579618	2.579618	0.000000	2.579618	2.579618	2.579618	2.579618	0.000000	2.579618	0.000000	2.579618	0.000000	2.579618	0.000000	0.000000	0.000000	0.065685	0.145010	0.474711	0.312765	0.001829	
2911000	-53.215495	237	0.000428	1	9	'0 0 0 Z Z 0 Z 0 Z 0 0 Z 0 Z 0 Z 0 0 Z Z 	2.416468	2.416468	2.416468	0.000000	0.000000	2.416468	0.000000	2.416468	0.000000	2.416468	2.416468	0.000000	2.416468	0.000000	2.416468	0.000000	2.416468	2.416468	0.000000	0.000000	0.050936	0.237518	0.358429	0.187861	0.165256	
2912000	-53.564272	360	0.000598	1	11	'Z Z 0 Z 0 0 0 0 Z 0 Z Z 0 0 Z Z Z 0 Z Z 	0.000000	0.000000	3.022388	0.000000	3.022388	3.022388	3.022388	3.022388	0.000000	3.022388	0.000000	0.000000	3.022388	3.022388	0.000000	0.000000	0.000000	3.022388	0.000000	0.000000	0.021714	0.231164	0.317524	0.224963	0.204635	
2913000	-52.814038	939	0.000598	1	8	'0 0 0 0 Z 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z Z 	2.707219	2.707219	2.707219	2.707219	0.000000	2.707219	2.707219	2.707219	2.707219	2.707219	0.000000	0.000000	2.707219	2.707219	0.000000	0.000000	0.000000	2.707219	0.000000	0.000000	0.044816	0.201695	0.343211	0.234478	0.175801	
2914000	-51.034540	142	0.000598	1	8	'0 0 0 Z 0 0 Z Z Z 0 0 0 Z 0 0 Z 0 Z 0 Z 	1.958414	1.958414	1.958414	0.000000	1.958414	1.958414	0.000000	0.000000	0.000000	1.958414	1.958414	1.958414	0.000000	1.958414	1.958414	0.000000	1.958414	0.000000	1.958414	0.000000	0.043836	0.194016	0.335689	0.218922	0.207536	
2915000	-50.395363	324	0.000401	1	6	'Z 0 0 Z Z 0 0 0 0 0 0 0 Z Z 0 0 0 0 0 Z 	0.000000	1.582031	1.582031	0.000000	0.000000	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	0.000000	0.000000	1.582031	1.582031	1.582031	1.582031	1.582031	0.000000	0.046049	0.211772	0.341514	0.189741	0.210925	
2916000	-54.961744	702	0.000401	1	11	'0 Z Z Z Z 0 0 Z 0 0 Z Z Z 0 0 Z 0 Z 0 Z 	2.528090	0.000000	0.000000	0.000000	0.000000	2.528090	2.528090	0.000000	2.528090	2.528090	0.000000	0.000000	0.000000	2.528090	2.528090	0.000000	2.528090	0.000000	2.528090	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
2917000	-51.008158	154	0.000401	1	9	'0 0 Z Z Z 0 0 Z 0 0 0 Z 0 0 0 Z Z Z 0 Z 	2.060020	2.060020	0.000000	0.000000	0.000000	2.060020	2.060020	0.000000	2.060020	2.060020	2.060020	0.000000	2.060020	2.060020	2.060020	0.000000	0.000000	0.000000	2.060020	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
2918000	-50.275226	762	0.000401	1	9	'0 Z Z Z 0 0 Z Z 0 0 0 0 0 0 0 Z Z Z 0 Z 	1.993110	0.000000	0.000000	0.000000	1.993110	1.993110	0.000000	0.000000	1.993110	1.993110	1.993110	1.993110	1.993110	1.993110	1.993110	0.000000	0.000000	0.000000	1.993110	0.000000	0.003898	0.154919	0.399789	0.255417	0.185977	
2919000	-48.427770	390	0.000401	1	10	'Z Z Z Z 0 0 0 Z 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	1.896067	1.896067	1.896067	0.000000	1.896067	1.896067	1.896067	1.896067	0.000000	0.000000	1.896067	1.896067	0.000000	0.000000	1.896067	0.000000	0.000000	0.356419	0.397440	0.153747	0.092395	
2920000	-50.354033	845	0.000401	1	4	'0 0 Z Z Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 	1.458934	1.458934	0.000000	0.000000	0.000000	1.458934	1.458934	1.458934	1.458934	1.458934	1.458934	1.458934	1.458934	1.458934	1.458934	0.000000	1.458934	1.458934	1.458934	1.458934	0.041537	0.201357	0.339173	0.201964	0.215970	
2921000	-52.141040	188	0.000401	1	7	'0 0 0 Z Z 0 0 0 Z 0 0 0 Z 0 0 Z 0 Z 0 Z 	1.705981	1.705981	1.705981	0.000000	0.000000	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	0.000000	1.705981	0.000000	1.705981	0.000000	0.087862	0.224549	0.338756	0.181323	0.167510	
2922000	-48.763340	658	0.000401	1	6	'Z 0 0 Z Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.661198	1.661198	0.000000	0.000000	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	0.000000	1.661198	0.000000	1.661198	0.000000	0.041841	0.231245	0.359163	0.253160	0.114591	
2923000	-50.256720	253	0.000401	1	7	'0 Z 0 Z Z 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 0 0 	1.701681	0.000000	1.701681	0.000000	0.000000	1.701681	1.701681	1.701681	1.701681	1.701681	0.000000	1.701681	0.000000	1.701681	1.701681	0.000000	0.000000	1.701681	1.701681	1.701681	0.071094	0.199099	0.305265	0.220972	0.203570	
2924000	-51.039651	99	0.000401	1	8	'0 Z Z Z 0 0 0 Z Z 0 Z 0 0 0 0 Z 0 0 0 Z 	1.975610	0.000000	0.000000	0.000000	1.975610	1.975610	1.975610	0.000000	0.000000	1.975610	0.000000	1.975610	1.975610	1.975610	1.975610	0.000000	1.975610	1.975610	1.975610	0.000000	0.024032	0.236705	0.252208	0.294887	0.192167	
2925000	-51.686300	329	0.000401	1	7	'Z 0 0 0 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 Z Z 	0.000000	2.301136	2.301136	2.301136	2.301136	2.301136	2.301136	0.000000	2.301136	2.301136	0.000000	2.301136	2.301136	0.000000	2.301136	0.000000	2.301136	2.301136	0.000000	0.000000	0.040656	0.254419	0.325494	0.233627	0.145804	
2926000	-48.612852	628	0.000401	1	8	'0 Z 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z Z Z 0 Z 	1.958414	0.000000	1.958414	1.958414	1.958414	1.958414	1.958414	0.000000	1.958414	1.958414	1.958414	1.958414	0.000000	0.000000	1.958414	0.000000	0.000000	0.000000	1.958414	0.000000	0.060867	0.283335	0.427627	0.106154	0.122017	
2927000	-51.943765	262	0.000401	1	10	'Z 0 Z 0 0 0 Z 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z 	0.000000	2.736486	0.000000	2.736486	2.736486	2.736486	0.000000	2.736486	0.000000	2.736486	2.736486	0.000000	2.736486	0.000000	0.000000	0.000000	2.736486	0.000000	2.736486	0.000000	0.059534	0.372914	0.248260	0.011998	0.307295	
2928000	-49.990986	621	0.000401	1	9	'Z 0 0 Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z 0 0 Z 	0.000000	2.107180	2.107180	0.000000	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	0.000000	0.000000	2.107180	2.107180	0.000000	0.041811	0.231900	0.326183	0.198044	0.202061	
2929000	-52.049638	435	0.000401	1	8	'0 0 0 Z 0 Z 0 Z Z 0 0 0 0 0 0 Z Z Z 0 Z 	2.043391	2.043391	2.043391	0.000000	2.043391	0.000000	2.043391	0.000000	0.000000	2.043391	2.043391	2.043391	2.043391	2.043391	2.043391	0.000000	0.000000	0.000000	2.043391	0.000000	0.050753	0.030695	0.481866	0.211556	0.225131	
2930000	-52.590055	972	0.000401	1	10	'Z Z Z Z 0 0 Z Z 0 0 0 0 0 0 0 Z Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	2.124869	2.124869	0.000000	0.000000	2.124869	2.124869	2.124869	2.124869	2.124869	2.124869	2.124869	0.000000	0.000000	0.000000	0.000000	2.124869	0.000000	0.172166	0.395959	0.243273	0.188602	
2931000	-51.724896	332	0.000401	1	5	'0 Z 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 Z 0 0 0 0 	1.574650	0.000000	1.574650	0.000000	1.574650	1.574650	0.000000	1.574650	1.574650	1.574650	1.574650	1.574650	0.000000	1.574650	1.574650	0.000000	1.574650	1.574650	1.574650	1.574650	0.031026	0.182480	0.343806	0.224671	0.218017	
2932000	-50.914716	736	0.000401	1	5	'0 Z Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 Z 0 0 0 	1.418067	0.000000	0.000000	1.418067	0.000000	1.418067	1.418067	1.418067	1.418067	1.418067	1.418067	1.418067	0.000000	1.418067	1.418067	1.418067	0.000000	1.418067	1.418067	1.418067	0.049913	0.190802	0.359481	0.209598	0.190206	
2933000	-49.364381	344	0.000401	1	7	'Z Z 0 Z 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 0 	0.000000	0.000000	1.796806	0.000000	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	0.000000	1.796806	0.000000	1.796806	1.796806	0.000000	1.796806	0.000000	1.796806	1.796806	0.012557	0.232475	0.288602	0.253545	0.212821	
2934000	-49.904557	940	0.000401	1	8	'0 Z Z 0 Z 0 0 Z 0 0 Z 0 Z 0 0 Z 0 Z 0 0 	1.939655	0.000000	0.000000	1.939655	0.000000	1.939655	1.939655	0.000000	1.939655	1.939655	0.000000	1.939655	0.000000	1.939655	1.939655	0.000000	1.939655	0.000000	1.939655	1.939655	0.042616	0.180438	0.328576	0.216181	0.232190	
2935000	-50.556959	142	0.000401	1	9	'Z 0 Z Z 0 0 0 Z 0 0 Z 0 0 0 Z Z 0 Z 0 Z 	0.000000	2.422249	0.000000	0.000000	2.422249	2.422249	2.422249	0.000000	2.422249	2.422249	0.000000	2.422249	2.422249	2.422249	0.000000	0.000000	2.422249	0.000000	2.422249	0.000000	0.026509	0.261679	0.316054	0.267666	0.128091	
2936000	-48.999713	698	0.000401	1	6	'0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.666667	1.666667	0.000000	1.666667	1.666667	1.666667	1.666667	1.666667	1.666667	1.666667	1.666667	1.666667	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	1.666667	0.000000	0.049025	0.232957	0.360939	0.272086	0.084993	
