Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3000850356
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
8379000	-50.613172	633	0.000412	1	10	'0 Z Z 0 Z 0 Z 0 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 	2.368421	0.000000	0.000000	2.368421	0.000000	2.368421	0.000000	2.368421	2.368421	2.368421	0.000000	2.368421	0.000000	0.000000	2.368421	0.000000	2.368421	0.000000	2.368421	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
8380000	-51.472717	482	0.000412	1	7	'Z 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 0 Z Z 0 0 0 	0.000000	1.607143	0.000000	1.607143	0.000000	1.607143	0.000000	1.607143	1.607143	1.607143	1.607143	1.607143	0.000000	1.607143	1.607143	0.000000	0.000000	1.607143	1.607143	1.607143	0.067751	0.129474	0.398504	0.195532	0.208739	
8381000	-48.779728	254	0.000412	1	9	'Z Z Z Z Z 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.830922	1.830922	1.830922	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	1.830922	1.830922	0.000000	0.000000	1.830922	0.000000	0.000000	0.253795	0.332434	0.232662	0.181109	
8382000	-49.148701	714	0.000412	1	7	'Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z Z 0 0 Z 	0.000000	0.000000	1.716102	0.000000	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	1.716102	0.000000	1.716102	0.000000	0.000000	1.716102	1.716102	0.000000	0.003795	0.288139	0.391445	0.092338	0.224282	
8383000	-49.842788	608	0.000412	1	6	'Z Z 0 0 Z 0 0 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 	0.000000	0.000000	1.690317	1.690317	0.000000	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	0.000000	1.690317	0.000000	1.690317	1.690317	1.690317	0.000000	0.028101	0.234426	0.357014	0.131858	0.248601	
8384000	-50.237870	855	0.000287	1	5	'Z Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	0.000000	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	1.542270	0.000000	0.238428	0.192026	0.282089	0.287456	
8385000	-53.102339	200	0.000287	1	5	'0 Z 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	0.000000	1.719015	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	0.000000	1.719015	0.000000	0.081057	0.427175	0.165375	0.304084	0.022309	
8386000	-49.439125	672	0.000342	1	4	'0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 0 0 0 0 Z 	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	0.000000	0.000000	0.000000	1.688907	1.688907	1.688907	1.688907	1.688907	0.000000	0.049998	0.228603	0.287261	0.192101	0.242036	
8387000	-49.687164	155	0.000342	1	10	'Z Z Z Z 0 Z 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	2.014925	0.000000	2.014925	2.014925	2.014925	2.014925	2.014925	2.014925	0.000000	0.000000	2.014925	0.000000	0.000000	2.014925	2.014925	0.000000	0.000000	0.180974	0.381096	0.144414	0.293516	
8388000	-49.019999	542	0.000342	1	5	'Z Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 	0.000000	0.000000	1.491163	0.000000	1.491163	1.491163	1.491163	1.491163	1.491163	1.491163	1.491163	1.491163	0.000000	1.491163	1.491163	0.000000	1.491163	1.491163	1.491163	1.491163	0.005374	0.226240	0.372676	0.111135	0.284574	
8389000	-51.830636	855	0.000342	1	9	'0 Z Z 0 Z 0 0 0 Z 0 0 0 Z Z 0 Z 0 Z 0 Z 	1.901408	0.000000	0.000000	1.901408	0.000000	1.901408	1.901408	1.901408	0.000000	1.901408	1.901408	1.901408	0.000000	0.000000	1.901408	0.000000	1.901408	0.000000	1.901408	0.000000	0.082345	0.270603	0.366701	0.078936	0.201414	
8390000	-49.338896	993	0.000342	1	8	'0 Z 0 Z Z 0 0 0 0 0 0 Z Z 0 0 Z Z 0 0 Z 	1.816143	0.000000	1.816143	0.000000	0.000000	1.816143	1.816143	1.816143	1.816143	1.816143	1.816143	0.000000	0.000000	1.816143	1.816143	0.000000	0.000000	1.816143	1.816143	0.000000	0.043033	0.271113	0.210952	0.117376	0.357525	
8391000	-49.505899	785	0.000342	1	8	'0 0 0 Z 0 0 Z 0 0 0 0 Z Z Z 0 Z Z 0 0 Z 	2.060020	2.060020	2.060020	0.000000	2.060020	2.060020	0.000000	2.060020	2.060020	2.060020	2.060020	0.000000	0.000000	0.000000	2.060020	0.000000	0.000000	2.060020	2.060020	0.000000	0.036582	0.314887	0.233175	0.048105	0.367251	
8392000	-55.138293	839	0.000342	1	13	'Z 0 Z Z 0 Z Z 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z 	0.000000	3.770950	0.000000	0.000000	3.770950	0.000000	0.000000	3.770950	0.000000	0.000000	3.770950	0.000000	0.000000	3.770950	3.770950	0.000000	3.770950	0.000000	0.000000	0.000000	0.044581	0.010504	0.422118	0.519599	0.003199	
8393000	-54.312588	234	0.000611	1	12	'Z 0 0 Z 0 Z Z 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z 	0.000000	3.635548	3.635548	0.000000	3.635548	0.000000	0.000000	3.635548	0.000000	0.000000	3.635548	0.000000	0.000000	3.635548	3.635548	0.000000	3.635548	0.000000	0.000000	0.000000	0.071681	0.082145	0.530539	0.280748	0.034888	
8394000	-53.231483	235	0.000692	1	11	'Z 0 Z Z 0 Z Z 0 0 Z 0 Z 0 0 0 Z 0 Z Z Z 	0.000000	3.449744	0.000000	0.000000	3.449744	0.000000	0.000000	3.449744	3.449744	0.000000	3.449744	0.000000	3.449744	3.449744	3.449744	0.000000	3.449744	0.000000	0.000000	0.000000	0.086691	0.053782	0.569558	0.262999	0.026970	
8395000	-51.321957	157	0.000336	1	11	'0 Z Z Z Z Z 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z 0 	2.824268	0.000000	0.000000	0.000000	0.000000	0.000000	2.824268	2.824268	2.824268	0.000000	2.824268	0.000000	0.000000	2.824268	2.824268	0.000000	2.824268	0.000000	0.000000	2.824268	0.046387	0.294410	0.181578	0.203576	0.274050	
8396000	-48.255857	226	0.000336	1	6	'0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	1.840909	1.840909	1.840909	0.000000	1.840909	0.000000	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	0.000000	1.840909	1.840909	0.000000	1.840909	0.000000	1.840909	0.000000	0.051996	0.159676	0.400026	0.217639	0.170662	
8397000	-50.009003	709	0.000336	1	7	'Z Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 Z Z Z 0 0 	0.000000	0.000000	1.770105	0.000000	1.770105	1.770105	1.770105	1.770105	1.770105	1.770105	1.770105	0.000000	1.770105	1.770105	1.770105	0.000000	0.000000	0.000000	1.770105	1.770105	0.003990	0.297128	0.201099	0.139919	0.357864	
8398000	-49.045246	381	0.000336	1	10	'Z 0 Z 0 Z 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	2.290724	2.290724	2.290724	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	0.000000	0.000000	2.290724	0.000000	0.049742	0.283052	0.338438	0.118080	0.210687	
8399000	-57.474426	799	0.000336	1	9	'Z Z 0 Z Z 0 0 0 Z Z Z 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	1.975610	0.000000	0.000000	1.975610	1.975610	1.975610	0.000000	0.000000	0.000000	1.975610	0.000000	1.975610	1.975610	1.975610	1.975610	1.975610	1.975610	0.000000	0.230892	0.259578	0.005728	0.353813	0.149989	
8400000	-51.393451	931	0.000202	1	8	'Z Z Z Z 0 Z Z 0 0 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	2.029058	0.000000	0.000000	2.029058	2.029058	2.029058	2.029058	0.000000	2.029058	0.000000	2.029058	2.029058	2.029058	2.029058	2.029058	2.029058	0.000000	0.008976	0.197747	0.461547	0.331731	
8401000	-50.229081	234	0.000202	1	7	'Z Z Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 0 0 0 0 	0.000000	0.000000	0.000000	1.790451	1.790451	1.790451	1.790451	1.790451	1.790451	1.790451	1.790451	0.000000	0.000000	0.000000	1.790451	0.000000	1.790451	1.790451	1.790451	1.790451	0.001633	0.355618	0.059475	0.000931	0.582343	
8402000	-49.301894	22	0.000202	1	8	'Z Z Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	1.945245	1.945245	1.945245	1.945245	1.945245	1.945245	1.945245	1.945245	0.000000	0.000000	0.000000	1.945245	0.000000	1.945245	1.945245	1.945245	0.000000	0.000901	0.372185	0.084910	0.001853	0.540151	
8403000	-49.443205	971	0.000202	1	6	'0 0 0 Z Z 0 0 0 0 0 Z Z 0 0 0 0 0 Z 0 Z 	1.943378	1.943378	1.943378	0.000000	0.000000	1.943378	1.943378	1.943378	1.943378	1.943378	0.000000	0.000000	1.943378	1.943378	1.943378	1.943378	1.943378	0.000000	1.943378	0.000000	0.052594	0.241351	0.018518	0.683238	0.004299	
8404000	-49.808566	73	0.000202	1	7	'0 Z Z 0 Z 0 0 Z 0 0 0 Z 0 0 0 Z 0 0 0 Z 	1.892523	0.000000	0.000000	1.892523	0.000000	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	0.000000	0.010010	0.000114	0.002517	0.001996	0.985363	
8405000	-52.043112	268	0.000202	1	10	'Z Z Z Z Z Z Z 0 0 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.439759	2.439759	2.439759	0.000000	0.000000	2.439759	2.439759	2.439759	2.439759	2.439759	2.439759	2.439759	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
8406000	-48.920519	948	0.000360	1	6	'Z Z 0 0 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 0 0 Z 	0.000000	0.000000	1.983350	1.983350	1.983350	0.000000	1.983350	1.983350	1.983350	1.983350	0.000000	1.983350	1.983350	1.983350	1.983350	0.000000	1.983350	1.983350	1.983350	0.000000	0.052702	0.214545	0.245385	0.340658	0.146710	
8407000	-50.570714	448	0.000360	1	8	'Z Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.943378	1.943378	0.000000	1.943378	1.943378	1.943378	0.000000	1.943378	1.943378	0.000000	1.943378	1.943378	1.943378	0.000000	1.943378	0.000000	1.943378	0.000000	0.077979	0.248266	0.215138	0.204262	0.254355	
8408000	-46.824000	835	0.000360	1	10	'Z Z Z 0 0 0 Z 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	2.149682	2.149682	2.149682	0.000000	2.149682	2.149682	2.149682	2.149682	0.000000	0.000000	2.149682	2.149682	0.000000	0.000000	0.000000	2.149682	0.000000	0.006482	0.222819	0.339109	0.234347	0.197243	
8409000	-50.483885	787	0.000360	1	6	'Z Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 0 	0.000000	0.000000	0.000000	1.668040	1.668040	1.668040	1.668040	0.000000	1.668040	1.668040	1.668040	1.668040	1.668040	1.668040	1.668040	0.000000	1.668040	0.000000	1.668040	1.668040	0.003684	0.159796	0.379696	0.190875	0.265949	
8410000	-48.546975	285	0.000360	1	7	'Z 0 Z 0 Z 0 0 0 0 0 0 0 Z Z 0 Z 0 0 0 Z 	0.000000	1.704545	0.000000	1.704545	0.000000	1.704545	1.704545	1.704545	1.704545	1.704545	1.704545	1.704545	0.000000	0.000000	1.704545	0.000000	1.704545	1.704545	1.704545	0.000000	0.041979	0.241357	0.381959	0.060328	0.274377	
8411000	-50.616809	848	0.000360	1	8	'Z 0 0 Z 0 0 0 Z 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	0.000000	2.022977	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	0.000000	2.022977	2.022977	0.000000	2.022977	0.000000	2.022977	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
8412000	-53.035430	644	0.000360	1	10	'Z 0 0 0 Z Z Z Z 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	2.267637	2.267637	2.267637	0.000000	0.000000	0.000000	0.000000	2.267637	2.267637	2.267637	2.267637	0.000000	0.000000	2.267637	2.267637	0.000000	0.000000	2.267637	0.000000	0.108989	0.000000	0.252007	0.418020	0.220984	
8413000	-48.847026	417	0.000360	1	8	'0 0 0 0 0 Z Z 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	2.521793	2.521793	2.521793	2.521793	2.521793	0.000000	0.000000	2.521793	2.521793	2.521793	2.521793	0.000000	0.000000	0.000000	2.521793	0.000000	2.521793	0.000000	2.521793	0.000000	0.049334	0.192058	0.283470	0.147146	0.327992	
8414000	-51.655911	483	0.000360	1	12	'Z Z Z Z Z Z Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.816412	2.816412	2.816412	2.816412	0.000000	2.816412	0.000000	2.816412	0.000000	2.816412	0.000000	2.816412	0.000000	0.000000	0.150296	0.317912	0.186066	0.345726	
8415000	-49.683919	106	0.000360	1	9	'0 0 0 Z Z 0 0 Z 0 0 Z Z 0 Z 0 0 Z Z 0 Z 	2.373974	2.373974	2.373974	0.000000	0.000000	2.373974	2.373974	0.000000	2.373974	2.373974	0.000000	0.000000	2.373974	0.000000	2.373974	2.373974	0.000000	0.000000	2.373974	0.000000	0.051458	0.241232	0.136978	0.343133	0.227199	
8416000	-48.708715	159	0.000360	1	11	'Z Z Z Z 0 0 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	2.170418	2.170418	2.170418	0.000000	2.170418	2.170418	2.170418	0.000000	0.000000	0.000000	2.170418	2.170418	0.000000	0.000000	2.170418	0.000000	0.000000	0.183385	0.279058	0.264686	0.272871	
8417000	-48.920381	485	0.000360	1	8	'Z Z Z 0 0 0 0 Z 0 0 Z 0 Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.939655	1.939655	1.939655	1.939655	0.000000	1.939655	1.939655	0.000000	1.939655	0.000000	0.000000	1.939655	1.939655	1.939655	0.000000	1.939655	1.939655	0.004072	0.303891	0.349422	0.179869	0.162747	
8418000	-48.264241	341	0.000253	1	8	'Z Z 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	0.000000	1.921252	0.000000	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	0.000000	1.921252	0.000000	1.921252	1.921252	0.000000	0.000000	1.921252	0.000000	0.017044	0.397278	0.359293	0.174259	0.052125	
8419000	-51.768497	340	0.000253	1	6	'0 Z 0 0 Z 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 0 	1.597003	0.000000	1.597003	1.597003	0.000000	1.597003	1.597003	1.597003	1.597003	1.597003	1.597003	1.597003	0.000000	0.000000	1.597003	0.000000	0.000000	1.597003	1.597003	1.597003	0.071656	0.212227	0.432672	0.056956	0.226489	
8420000	-52.561426	300	0.000253	1	5	'0 0 0 Z 0 Z 0 Z 0 0 0 Z Z 0 0 0 0 0 0 0 	1.768559	1.768559	1.768559	0.000000	1.768559	0.000000	1.768559	0.000000	1.768559	1.768559	1.768559	0.000000	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.028785	0.034343	0.164907	0.310241	0.461724	
8421000	-48.824212	288	0.000253	1	7	'0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 Z 	1.923077	0.000000	0.000000	1.923077	1.923077	1.923077	1.923077	1.923077	1.923077	1.923077	0.000000	1.923077	0.000000	1.923077	1.923077	0.000000	1.923077	0.000000	1.923077	0.000000	0.010736	0.275698	0.089514	0.617133	0.006919	
8422000	-49.933703	910	0.000253	1	8	'Z 0 0 0 0 0 Z 0 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 	0.000000	2.237569	2.237569	2.237569	2.237569	2.237569	0.000000	2.237569	2.237569	2.237569	0.000000	2.237569	0.000000	0.000000	2.237569	0.000000	2.237569	0.000000	2.237569	0.000000	0.090304	0.006410	0.009491	0.889819	0.003976	
8423000	-50.911495	851	0.000253	1	7	'0 0 0 Z 0 0 0 Z Z 0 Z 0 0 Z 0 Z 0 Z 0 0 	2.037223	2.037223	2.037223	0.000000	2.037223	2.037223	2.037223	0.000000	0.000000	2.037223	0.000000	2.037223	2.037223	0.000000	2.037223	0.000000	2.037223	0.000000	2.037223	2.037223	0.057768	0.198711	0.309770	0.177768	0.255984	
8424000	-51.293131	248	0.000253	1	9	'0 0 Z 0 Z 0 Z Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	0.000000	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	0.000000	0.000000	2.096273	2.096273	0.033279	0.008246	0.164942	0.268961	0.524572	
8425000	-49.750861	922	0.000253	1	5	'Z 0 Z Z 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 0 0 	0.000000	1.635703	0.000000	0.000000	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	0.000000	1.635703	1.635703	0.000000	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	0.002932	0.265517	0.211822	0.264064	0.255665	
8426000	-50.682684	442	0.000253	1	4	'Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 Z 	0.000000	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	1.609698	0.000000	1.609698	1.609698	1.609698	1.609698	1.609698	0.000000	1.609698	1.609698	0.000000	0.064335	0.237559	0.072489	0.592986	0.032632	
8427000	-49.615525	720	0.000253	1	5	'0 0 Z Z 0 Z 0 0 0 0 0 0 Z 0 0 0 0 0 0 Z 	1.618705	1.618705	0.000000	0.000000	1.618705	0.000000	1.618705	1.618705	1.618705	1.618705	1.618705	1.618705	0.000000	1.618705	1.618705	1.618705	1.618705	1.618705	1.618705	0.000000	0.027586	0.085733	0.440335	0.303195	0.143151	
8428000	-50.841974	757	0.000253	1	9	'0 Z Z Z Z 0 0 Z 0 0 0 0 Z Z 0 0 0 Z 0 Z 	1.864641	0.000000	0.000000	0.000000	0.000000	1.864641	1.864641	0.000000	1.864641	1.864641	1.864641	1.864641	0.000000	0.000000	1.864641	1.864641	1.864641	0.000000	1.864641	0.000000	0.000567	0.191188	0.566678	0.158524	0.083044	
8429000	-53.057499	50	0.000253	1	6	'0 0 0 0 0 Z 0 Z 0 0 0 Z Z 0 0 0 0 Z Z 0 	2.138332	2.138332	2.138332	2.138332	2.138332	0.000000	2.138332	0.000000	2.138332	2.138332	2.138332	0.000000	0.000000	2.138332	2.138332	2.138332	2.138332	0.000000	0.000000	2.138332	0.080632	0.045186	0.344079	0.370508	0.159594	
8430000	-49.698890	876	0.000253	1	6	'Z 0 0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z 0 0 	0.000000	1.724872	1.724872	0.000000	0.000000	0.000000	1.724872	1.724872	1.724872	1.724872	1.724872	1.724872	1.724872	0.000000	1.724872	1.724872	1.724872	0.000000	1.724872	1.724872	0.047939	0.078662	0.447621	0.216073	0.209705	
8431000	-49.052499	396	0.000253	1	7	'0 0 Z Z Z 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 	1.881970	1.881970	0.000000	0.000000	0.000000	1.881970	1.881970	0.000000	1.881970	1.881970	0.000000	1.881970	1.881970	1.881970	1.881970	0.000000	1.881970	0.000000	1.881970	1.881970	0.012428	0.116757	0.233009	0.277479	0.360327	
8432000	-49.455549	385	0.000253	1	9	'Z Z Z Z Z 0 0 0 0 0 Z 0 Z Z 0 Z 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.875000	1.875000	1.875000	1.875000	1.875000	0.000000	1.875000	0.000000	0.000000	1.875000	0.000000	1.875000	1.875000	1.875000	1.875000	0.000000	0.262277	0.299831	0.081991	0.355901	
8433000	-50.058620	828	0.000253	1	7	'0 Z 0 0 Z 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z 	1.719015	0.000000	1.719015	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	0.000000	0.000000	1.719015	0.000000	0.000000	1.719015	1.719015	0.000000	0.068491	0.228703	0.433693	0.054112	0.215001	
8434000	-50.555360	36	0.000253	1	6	'0 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 0 Z 0 0 0 Z 	1.771654	1.771654	0.000000	1.771654	1.771654	1.771654	0.000000	0.000000	1.771654	1.771654	1.771654	1.771654	0.000000	1.771654	1.771654	0.000000	1.771654	1.771654	1.771654	0.000000	0.037854	0.062500	0.454395	0.256009	0.189242	
8435000	-49.303072	226	0.000253	1	10	'Z Z Z 0 Z 0 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	1.979472	0.000000	1.979472	1.979472	0.000000	1.979472	1.979472	1.979472	0.000000	0.000000	0.000000	1.979472	1.979472	0.000000	0.000000	1.979472	1.979472	0.006430	0.153814	0.308214	0.219829	0.311713	
8436000	-50.906522	970	0.000253	1	7	'Z Z 0 Z Z 0 Z 0 0 0 0 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	1.620000	0.000000	0.000000	1.620000	0.000000	1.620000	1.620000	1.620000	1.620000	1.620000	0.000000	1.620000	1.620000	1.620000	1.620000	1.620000	1.620000	0.000000	0.041827	0.067845	0.447819	0.310186	0.132324	
8437000	-49.071791	992	0.000253	1	8	'Z Z Z Z 0 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	1.952748	1.952748	1.952748	1.952748	1.952748	1.952748	0.000000	1.952748	1.952748	1.952748	1.952748	0.000000	1.952748	0.000000	1.952748	0.000000	0.000000	0.241750	0.038515	0.718491	0.001244	
8438000	-49.284782	969	0.000253	1	8	'Z Z Z 0 Z 0 0 0 0 0 0 0 Z Z 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	1.748705	0.000000	1.748705	1.748705	1.748705	1.748705	1.748705	1.748705	1.748705	0.000000	0.000000	1.748705	0.000000	1.748705	1.748705	1.748705	0.000000	0.009171	0.224687	0.431970	0.064702	0.269469	
8439000	-50.409785	854	0.000210	1	10	'0 Z Z Z 0 Z 0 Z 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	2.428058	0.000000	0.000000	0.000000	2.428058	0.000000	2.428058	0.000000	2.428058	2.428058	2.428058	0.000000	0.000000	2.428058	2.428058	0.000000	2.428058	0.000000	2.428058	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
8440000	-49.520496	840	0.000210	1	7	'0 Z 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	1.921252	0.000000	1.921252	1.921252	0.000000	1.921252	1.921252	0.000000	1.921252	1.921252	1.921252	1.921252	1.921252	0.000000	1.921252	0.000000	1.921252	0.000000	1.921252	0.000000	0.049307	0.157435	0.525905	0.157688	0.109664	
8441000	-51.176415	865	0.000210	1	9	'Z 0 Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 Z Z 0 0 	0.000000	1.730769	0.000000	0.000000	0.000000	1.730769	0.000000	0.000000	1.730769	1.730769	1.730769	1.730769	0.000000	1.730769	1.730769	1.730769	0.000000	0.000000	1.730769	1.730769	0.008350	0.034774	0.453936	0.284985	0.217954	
8442000	-49.488409	708	0.000210	1	9	'0 Z Z Z Z 0 0 Z 0 0 Z 0 Z 0 0 0 Z Z 0 0 	1.844262	0.000000	0.000000	0.000000	0.000000	1.844262	1.844262	0.000000	1.844262	1.844262	0.000000	1.844262	0.000000	1.844262	1.844262	1.844262	0.000000	0.000000	1.844262	1.844262	0.000972	0.127831	0.224059	0.439384	0.207753	
8443000	-48.417093	662	0.000210	1	7	'0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 Z 	1.923077	0.000000	0.000000	1.923077	1.923077	1.923077	1.923077	1.923077	1.923077	1.923077	0.000000	1.923077	0.000000	1.923077	1.923077	0.000000	1.923077	0.000000	1.923077	0.000000	0.007646	0.292086	0.038163	0.660769	0.001337	
8444000	-48.756908	840	0.000369	1	7	'0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	1.892523	0.000000	0.000000	0.000000	1.892523	1.892523	1.892523	1.892523	1.892523	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	0.000000	1.892523	0.000000	1.892523	0.000000	0.014911	0.272005	0.271097	0.191665	0.250322	
8445000	-50.025591	628	0.000369	1	11	'Z Z 0 Z Z 0 Z Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	0.000000	2.341040	0.000000	0.000000	2.341040	0.000000	0.000000	2.341040	2.341040	2.341040	0.000000	2.341040	0.000000	2.341040	2.341040	0.000000	0.000000	2.341040	0.000000	0.030272	0.033053	0.274759	0.389025	0.272891	
