Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3571047092
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
74000	-52.921942	957	0.000400	1	5	'0 0 0 Z 0 0 0 0 Z 0 0 Z 0 Z 0 0 Z 0 0 0 	1.629123	1.629123	1.629123	0.000000	1.629123	1.629123	1.629123	1.629123	0.000000	1.629123	1.629123	0.000000	1.629123	0.000000	1.629123	1.629123	0.000000	1.629123	1.629123	1.629123	0.051053	0.226868	0.291247	0.210825	0.220007	
75000	-51.435311	397	0.000400	1	10	'Z Z Z 0 Z Z Z 0 0 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	2.257525	0.000000	0.000000	0.000000	2.257525	2.257525	2.257525	2.257525	0.000000	0.000000	0.000000	2.257525	2.257525	2.257525	0.000000	2.257525	2.257525	0.013243	0.051070	0.302134	0.318872	0.314681	
76000	-48.064832	981	0.000257	1	8	'0 0 Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 	2.045455	2.045455	0.000000	2.045455	2.045455	2.045455	2.045455	2.045455	2.045455	2.045455	2.045455	0.000000	0.000000	0.000000	2.045455	0.000000	0.000000	0.000000	2.045455	0.000000	0.103555	0.451451	0.271891	0.030862	0.142240	
77000	-51.079608	105	0.000257	1	10	'Z 0 Z Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z 0 0 Z Z 	0.000000	2.463504	0.000000	0.000000	2.463504	2.463504	2.463504	0.000000	2.463504	2.463504	0.000000	2.463504	0.000000	0.000000	2.463504	0.000000	2.463504	2.463504	0.000000	0.000000	0.006015	0.373917	0.281756	0.271377	0.066935	
78000	-52.806774	704	0.000257	1	8	'Z Z Z 0 0 0 0 0 Z 0 Z 0 Z Z 0 0 Z 0 0 0 	0.000000	0.000000	0.000000	1.748705	1.748705	1.748705	1.748705	1.748705	0.000000	1.748705	0.000000	1.748705	0.000000	0.000000	1.748705	1.748705	0.000000	1.748705	1.748705	1.748705	0.007729	0.493062	0.173568	0.113156	0.212486	
79000	-52.402682	161	0.000257	1	8	'0 Z 0 Z Z 0 0 Z 0 0 0 Z Z Z 0 Z 0 0 0 0 	1.924905	0.000000	1.924905	0.000000	0.000000	1.924905	1.924905	0.000000	1.924905	1.924905	1.924905	0.000000	0.000000	0.000000	1.924905	0.000000	1.924905	1.924905	1.924905	1.924905	0.000000	0.000000	0.000000	0.000000	1.000000	
80000	-50.509142	755	0.000257	1	6	'Z Z Z Z Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	1.434136	0.000000	1.434136	1.434136	1.434136	0.000000	0.158977	0.367527	0.286575	0.186921	
81000	-48.787581	37	0.000257	1	10	'0 Z Z Z Z Z 0 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 	2.145127	0.000000	0.000000	0.000000	0.000000	0.000000	2.145127	2.145127	2.145127	2.145127	2.145127	2.145127	2.145127	0.000000	2.145127	0.000000	0.000000	0.000000	2.145127	0.000000	0.013540	0.157005	0.469186	0.234850	0.125419	
82000	-50.819526	431	0.000257	1	7	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	2.091942	0.000000	0.000000	2.091942	0.000000	2.091942	2.091942	2.091942	2.091942	0.000000	0.000000	2.091942	2.091942	2.091942	2.091942	2.091942	2.091942	2.091942	0.000000	0.000808	0.338760	0.048580	0.524198	0.087654	
83000	-49.837479	488	0.000257	1	6	'0 0 Z Z 0 0 0 Z 0 0 0 0 Z 0 0 0 Z 0 0 Z 	1.573427	1.573427	0.000000	0.000000	1.573427	1.573427	1.573427	0.000000	1.573427	1.573427	1.573427	1.573427	0.000000	1.573427	1.573427	1.573427	0.000000	1.573427	1.573427	0.000000	0.022010	0.146950	0.447874	0.270364	0.112803	
84000	-51.887451	831	0.000257	1	8	'Z Z 0 Z Z 0 Z Z 0 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	1.921252	0.000000	0.000000	1.921252	0.000000	0.000000	1.921252	1.921252	1.921252	0.000000	1.921252	0.000000	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	0.034847	0.010273	0.180000	0.439138	0.335741	
85000	-50.723945	107	0.000257	1	9	'Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 Z 0 Z 0 0 	0.000000	1.973684	0.000000	0.000000	1.973684	1.973684	1.973684	0.000000	0.000000	1.973684	0.000000	1.973684	0.000000	1.973684	1.973684	0.000000	1.973684	0.000000	1.973684	1.973684	0.026720	0.180955	0.267980	0.195440	0.328905	
86000	-48.574507	861	0.000257	1	7	'0 0 0 0 0 0 0 Z 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 	2.172747	2.172747	2.172747	2.172747	2.172747	2.172747	2.172747	0.000000	2.172747	2.172747	0.000000	2.172747	0.000000	0.000000	2.172747	0.000000	2.172747	0.000000	2.172747	0.000000	0.056951	0.303355	0.281221	0.282592	0.075882	
87000	-51.333586	869	0.000257	1	9	'0 Z Z Z Z 0 Z 0 0 0 Z 0 Z Z 0 Z 0 0 0 0 	2.008929	0.000000	0.000000	0.000000	0.000000	2.008929	0.000000	2.008929	2.008929	2.008929	0.000000	2.008929	0.000000	0.000000	2.008929	0.000000	2.008929	2.008929	2.008929	2.008929	0.003146	0.110222	0.201090	0.368421	0.317121	
88000	-50.573249	114	0.000257	1	7	'Z Z 0 Z Z 0 0 0 0 0 Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	1.793623	0.000000	0.000000	1.793623	1.793623	1.793623	1.793623	1.793623	0.000000	1.793623	1.793623	1.793623	1.793623	1.793623	1.793623	0.000000	1.793623	0.000000	0.063050	0.256656	0.137265	0.522813	0.020216	
89000	-51.066654	39	0.000257	1	11	'0 Z 0 Z 0 Z Z 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 	2.747626	0.000000	2.747626	0.000000	2.747626	0.000000	0.000000	2.747626	2.747626	2.747626	2.747626	0.000000	0.000000	0.000000	2.747626	0.000000	0.000000	0.000000	2.747626	0.000000	0.033356	0.113650	0.302309	0.117505	0.433181	
90000	-49.878528	244	0.000257	1	12	'Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 	0.000000	2.528090	0.000000	0.000000	0.000000	0.000000	0.000000	2.528090	2.528090	2.528090	2.528090	0.000000	0.000000	0.000000	2.528090	2.528090	0.000000	0.000000	2.528090	0.000000	0.054070	0.020259	0.354513	0.361385	0.209772	
91000	-50.061895	996	0.000257	1	12	'0 Z Z Z Z Z Z 0 0 0 0 Z Z Z 0 Z Z Z 0 0 	2.566540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.566540	2.566540	2.566540	2.566540	0.000000	0.000000	0.000000	2.566540	0.000000	0.000000	0.000000	2.566540	2.566540	0.001993	0.044663	0.245886	0.061882	0.645576	
92000	-50.406203	96	0.000257	1	6	'0 0 0 0 0 0 Z 0 0 0 0 Z Z Z 0 0 Z 0 0 Z 	1.856095	1.856095	1.856095	1.856095	1.856095	1.856095	0.000000	1.856095	1.856095	1.856095	1.856095	0.000000	0.000000	0.000000	1.856095	1.856095	0.000000	1.856095	1.856095	0.000000	0.071046	0.146519	0.326974	0.291491	0.163970	
93000	-48.522692	74	0.000257	1	7	'Z Z 0 0 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 0 Z 	0.000000	0.000000	2.055838	2.055838	2.055838	2.055838	2.055838	0.000000	2.055838	2.055838	0.000000	2.055838	2.055838	0.000000	2.055838	0.000000	2.055838	2.055838	2.055838	0.000000	0.053147	0.236169	0.297848	0.215966	0.196870	
94000	-49.552625	736	0.000257	1	7	'Z Z 0 Z 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 0 Z 	0.000000	0.000000	1.787290	0.000000	1.787290	0.000000	1.787290	1.787290	1.787290	1.787290	1.787290	1.787290	0.000000	0.000000	1.787290	1.787290	1.787290	1.787290	1.787290	0.000000	0.010758	0.122789	0.418894	0.243788	0.203771	
95000	-49.981587	290	0.000257	1	5	'0 0 0 0 Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	1.793623	1.793623	1.793623	1.793623	0.000000	1.793623	1.793623	0.000000	1.793623	1.793623	1.793623	0.000000	1.793623	1.793623	1.793623	1.793623	1.793623	0.000000	1.793623	0.000000	0.068974	0.149743	0.288233	0.341189	0.151861	
96000	-49.993926	706	0.000257	1	4	'0 0 Z Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 	1.528302	1.528302	0.000000	0.000000	1.528302	1.528302	0.000000	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	0.000000	1.528302	1.528302	0.014276	0.104631	0.338473	0.302108	0.240511	
97000	-51.427123	573	0.000257	1	4	'0 0 Z 0 0 0 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 	1.597003	1.597003	0.000000	1.597003	1.597003	1.597003	1.597003	1.597003	0.000000	1.597003	1.597003	0.000000	1.597003	1.597003	1.597003	1.597003	1.597003	0.000000	1.597003	1.597003	0.047925	0.267344	0.099333	0.354219	0.231179	
98000	-50.029561	108	0.000257	1	5	'0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 0 	1.913989	1.913989	0.000000	1.913989	1.913989	1.913989	1.913989	1.913989	1.913989	1.913989	0.000000	0.000000	1.913989	1.913989	1.913989	0.000000	1.913989	0.000000	1.913989	1.913989	0.024232	0.346862	0.014903	0.219137	0.394864	
99000	-50.793216	309	0.000257	1	7	'0 Z 0 Z 0 Z 0 Z 0 0 Z 0 0 0 0 0 Z Z 0 0 	1.983350	0.000000	1.983350	0.000000	1.983350	0.000000	1.983350	0.000000	1.983350	1.983350	0.000000	1.983350	1.983350	1.983350	1.983350	1.983350	0.000000	0.000000	1.983350	1.983350	0.032056	0.062812	0.308516	0.341940	0.254677	
100000	-49.523923	885	0.000257	1	9	'0 0 Z 0 Z 0 0 Z 0 0 Z 0 Z 0 0 Z Z Z 0 Z 	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	0.000000	0.000000	2.096273	0.000000	0.035660	0.283475	0.179265	0.487977	0.013623	
101000	-48.896479	166	0.000257	1	7	'0 0 0 Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z 0 Z 0 0 	1.881970	1.881970	1.881970	0.000000	0.000000	1.881970	1.881970	0.000000	1.881970	1.881970	0.000000	1.881970	0.000000	1.881970	1.881970	0.000000	1.881970	0.000000	1.881970	1.881970	0.052192	0.096578	0.260838	0.209138	0.381254	
102000	-49.468739	971	0.000257	1	8	'Z 0 0 Z Z 0 0 Z 0 0 Z 0 0 Z 0 0 Z Z 0 0 	0.000000	1.910377	1.910377	0.000000	0.000000	1.910377	1.910377	0.000000	1.910377	1.910377	0.000000	1.910377	1.910377	0.000000	1.910377	1.910377	0.000000	0.000000	1.910377	1.910377	0.037720	0.258034	0.317388	0.237783	0.149074	
103000	-52.225842	647	0.000257	1	5	'0 0 Z Z 0 Z 0 0 Z 0 0 0 0 0 0 Z 0 0 0 0 	1.631749	1.631749	0.000000	0.000000	1.631749	0.000000	1.631749	1.631749	0.000000	1.631749	1.631749	1.631749	1.631749	1.631749	1.631749	0.000000	1.631749	1.631749	1.631749	1.631749	0.036100	0.086887	0.408754	0.190820	0.277439	
104000	-48.112376	315	0.000257	1	8	'0 Z Z Z 0 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z 	1.748705	0.000000	0.000000	0.000000	1.748705	1.748705	1.748705	1.748705	1.748705	1.748705	1.748705	1.748705	0.000000	0.000000	1.748705	0.000000	0.000000	1.748705	1.748705	0.000000	0.012181	0.275208	0.429028	0.079297	0.204286	
105000	-49.407246	281	0.000257	1	7	'Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 Z 	0.000000	2.131579	0.000000	2.131579	2.131579	2.131579	2.131579	2.131579	2.131579	2.131579	0.000000	0.000000	2.131579	2.131579	2.131579	0.000000	2.131579	0.000000	2.131579	0.000000	0.002069	0.390515	0.084192	0.512869	0.010356	
106000	-48.352683	831	0.000257	1	4	'0 Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 	1.539924	0.000000	1.539924	0.000000	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	0.000000	1.539924	0.000000	1.539924	1.539924	0.023400	0.218023	0.375438	0.178271	0.204869	
107000	-48.196765	629	0.000257	1	10	'0 Z Z Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	2.338337	0.000000	0.000000	0.000000	2.338337	2.338337	2.338337	0.000000	2.338337	2.338337	0.000000	2.338337	2.338337	0.000000	2.338337	0.000000	0.000000	0.000000	2.338337	0.000000	0.014956	0.385481	0.259642	0.317216	0.022705	
108000	-49.848868	386	0.000257	1	4	'Z Z 0 Z 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	1.459986	0.000000	1.459986	1.459986	1.459986	0.000000	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	1.459986	0.001338	0.091177	0.378294	0.256233	0.272958	
109000	-50.293876	22	0.000257	1	9	'0 0 Z Z 0 0 Z Z Z 0 0 0 0 0 0 Z Z Z 0 Z 	1.993110	1.993110	0.000000	0.000000	1.993110	1.993110	0.000000	0.000000	0.000000	1.993110	1.993110	1.993110	1.993110	1.993110	1.993110	0.000000	0.000000	0.000000	1.993110	0.000000	0.035264	0.073962	0.463581	0.365672	0.061521	
110000	-47.741396	97	0.000257	1	6	'Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	1.661198	1.661198	0.000000	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	0.000000	0.000000	0.000000	1.661198	0.000000	0.054807	0.242161	0.373625	0.292746	0.036661	
111000	-49.378550	194	0.000257	1	5	'Z 0 Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 0 Z 0 0 	0.000000	1.470588	0.000000	1.470588	0.000000	1.470588	1.470588	1.470588	1.470588	1.470588	1.470588	1.470588	0.000000	1.470588	1.470588	1.470588	1.470588	0.000000	1.470588	1.470588	0.049368	0.167621	0.376684	0.228043	0.178285	
112000	-50.344144	869	0.000257	1	5	'Z 0 0 Z Z 0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	1.621297	1.621297	0.000000	0.000000	1.621297	1.621297	0.000000	1.621297	1.621297	0.000000	1.621297	1.621297	1.621297	1.621297	1.621297	1.621297	1.621297	1.621297	1.621297	0.049218	0.131351	0.217573	0.331741	0.270117	
113000	-48.296331	241	0.000427	1	8	'0 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	2.196312	2.196312	2.196312	0.000000	2.196312	2.196312	0.000000	2.196312	2.196312	2.196312	2.196312	0.000000	2.196312	0.000000	2.196312	0.000000	0.000000	0.000000	2.196312	0.000000	0.041044	0.258635	0.306623	0.141943	0.251755	
114000	-49.892951	146	0.000517	1	9	'Z Z 0 Z 0 0 Z Z 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	1.989194	0.000000	1.989194	1.989194	0.000000	0.000000	1.989194	1.989194	1.989194	1.989194	1.989194	1.989194	1.989194	0.000000	0.000000	0.000000	1.989194	0.000000	0.019163	0.175456	0.372613	0.231302	0.201467	
115000	-52.343683	298	0.000517	1	4	'0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z 0 0 0 0 0 Z 	1.552914	1.552914	0.000000	1.552914	1.552914	1.552914	1.552914	1.552914	0.000000	1.552914	1.552914	1.552914	1.552914	0.000000	1.552914	1.552914	1.552914	1.552914	1.552914	0.000000	0.046854	0.206470	0.330927	0.212666	0.203083	
116000	-51.451892	959	0.000517	1	8	'0 0 0 Z 0 0 Z Z 0 0 0 Z 0 Z 0 0 Z Z Z 0 	2.285553	2.285553	2.285553	0.000000	2.285553	2.285553	0.000000	0.000000	2.285553	2.285553	2.285553	0.000000	2.285553	0.000000	2.285553	2.285553	0.000000	0.000000	0.000000	2.285553	0.046599	0.171333	0.349428	0.262036	0.170604	
117000	-53.467577	137	0.000517	1	8	'0 0 Z Z 0 0 Z Z 0 0 0 0 Z Z 0 0 Z 0 Z 0 	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	0.000000	1.906780	0.000000	1.906780	0.046466	0.197237	0.344752	0.220186	0.191358	
118000	-53.274817	157	0.000517	1	9	'0 Z Z Z 0 Z 0 Z 0 Z 0 Z Z 0 0 0 0 Z 0 0 	2.303754	0.000000	0.000000	0.000000	2.303754	0.000000	2.303754	0.000000	2.303754	0.000000	2.303754	0.000000	0.000000	2.303754	2.303754	2.303754	2.303754	0.000000	2.303754	2.303754	0.018173	0.178586	0.340950	0.237573	0.224717	
119000	-53.670794	148	0.000517	1	12	'Z Z Z 0 0 0 Z Z Z Z 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	2.660972	2.660972	2.660972	0.000000	0.000000	0.000000	0.000000	2.660972	2.660972	2.660972	0.000000	2.660972	0.000000	0.000000	0.000000	2.660972	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
120000	-50.379219	136	0.000517	1	6	'Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z 0 Z Z 0 0 Z 	0.000000	1.878479	1.878479	1.878479	1.878479	1.878479	1.878479	1.878479	1.878479	1.878479	0.000000	1.878479	1.878479	0.000000	1.878479	0.000000	0.000000	1.878479	1.878479	0.000000	0.044632	0.206445	0.324601	0.230875	0.193448	
121000	-51.944301	460	0.000517	1	8	'0 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 Z 0 0 0 Z 	1.956522	1.956522	0.000000	0.000000	1.956522	1.956522	1.956522	0.000000	0.000000	1.956522	0.000000	1.956522	0.000000	1.956522	1.956522	0.000000	1.956522	1.956522	1.956522	0.000000	0.044766	0.221653	0.289305	0.255550	0.188726	
122000	-50.678634	291	0.000561	1	8	'0 Z 0 Z 0 0 0 Z 0 0 Z 0 Z 0 0 Z Z 0 0 Z 	1.952748	0.000000	1.952748	0.000000	1.952748	1.952748	1.952748	0.000000	1.952748	1.952748	0.000000	1.952748	0.000000	1.952748	1.952748	0.000000	0.000000	1.952748	1.952748	0.000000	0.051711	0.206865	0.324909	0.224713	0.191802	
123000	-52.861678	869	0.000561	1	12	'Z Z Z Z Z Z 0 0 0 Z 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.351916	2.351916	2.351916	0.000000	2.351916	2.351916	0.000000	2.351916	2.351916	0.000000	0.000000	0.000000	2.351916	0.000000	0.000000	0.246459	0.317725	0.273939	0.161877	
124000	-50.414882	378	0.000561	1	8	'Z Z 0 0 0 0 Z 0 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	2.066327	2.066327	2.066327	2.066327	0.000000	2.066327	2.066327	2.066327	2.066327	0.000000	0.000000	2.066327	2.066327	0.000000	2.066327	0.000000	2.066327	0.000000	0.043210	0.214639	0.320732	0.213577	0.207842	
125000	-51.099270	139	0.000453	1	4	'0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z Z 0 Z 	1.525998	1.525998	1.525998	1.525998	0.000000	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	0.000000	0.000000	1.525998	0.000000	0.057802	0.251732	0.365343	0.267474	0.057649	
126000	-54.899841	672	0.000453	1	6	'0 0 0 0 0 0 0 Z Z 0 Z 0 0 0 0 0 Z Z Z 0 	1.948989	1.948989	1.948989	1.948989	1.948989	1.948989	1.948989	0.000000	0.000000	1.948989	0.000000	1.948989	1.948989	1.948989	1.948989	1.948989	0.000000	0.000000	0.000000	1.948989	0.048282	0.246243	0.331965	0.238716	0.134794	
127000	-50.561368	866	0.000453	1	2	'0 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	0.000000	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	1.485693	0.000000	1.485693	1.485693	0.044831	0.189180	0.334362	0.229221	0.202406	
128000	-51.480481	367	0.000453	1	5	'0 Z 0 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 	1.842584	0.000000	1.842584	1.842584	1.842584	0.000000	1.842584	1.842584	1.842584	1.842584	1.842584	1.842584	1.842584	0.000000	1.842584	0.000000	1.842584	1.842584	1.842584	0.000000	0.041152	0.189376	0.354156	0.190300	0.225016	
129000	-51.949116	360	0.000322	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z Z Z 0 0 	0.000000	2.416468	2.416468	0.000000	2.416468	2.416468	2.416468	0.000000	2.416468	2.416468	0.000000	2.416468	2.416468	0.000000	0.000000	0.000000	0.000000	0.000000	2.416468	2.416468	0.023037	0.183776	0.627892	0.000069	0.165226	
130000	-50.033309	132	0.000322	1	7	'Z 0 0 0 Z Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	2.074795	2.074795	2.074795	0.000000	0.000000	2.074795	0.000000	2.074795	2.074795	2.074795	0.000000	2.074795	2.074795	2.074795	2.074795	2.074795	0.000000	2.074795	0.000000	0.094976	0.017519	0.198443	0.271518	0.417545	
131000	-47.583270	974	0.000322	1	8	'Z Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	1.921252	0.000000	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	1.921252	0.000000	1.921252	1.921252	1.921252	0.000000	0.000000	0.000000	1.921252	0.000000	0.003593	0.339642	0.230305	0.164525	0.261935	
132000	-48.064966	352	0.000322	1	8	'0 0 Z 0 0 0 Z 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	2.045455	2.045455	0.000000	2.045455	2.045455	2.045455	0.000000	2.045455	2.045455	2.045455	2.045455	0.000000	0.000000	2.045455	2.045455	0.000000	0.000000	0.000000	2.045455	0.000000	0.055774	0.239138	0.293923	0.209456	0.201709	
133000	-49.039197	945	0.000322	1	11	'0 Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	2.070552	0.000000	0.000000	0.000000	0.000000	2.070552	0.000000	0.000000	2.070552	2.070552	2.070552	2.070552	0.000000	2.070552	2.070552	0.000000	0.000000	0.000000	2.070552	0.000000	0.006248	0.107581	0.435600	0.244647	0.205924	
134000	-47.884085	994	0.000322	1	7	'Z 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 Z 	0.000000	1.901408	0.000000	1.901408	1.901408	1.901408	1.901408	1.901408	1.901408	1.901408	0.000000	1.901408	0.000000	1.901408	1.901408	0.000000	1.901408	0.000000	1.901408	0.000000	0.004545	0.255652	0.123760	0.600307	0.015736	
135000	-53.024470	703	0.000322	1	8	'Z 0 0 Z Z 0 0 0 Z 0 0 0 Z Z 0 Z 0 0 0 Z 	0.000000	1.745690	1.745690	0.000000	0.000000	1.745690	1.745690	1.745690	0.000000	1.745690	1.745690	1.745690	0.000000	0.000000	1.745690	0.000000	1.745690	1.745690	1.745690	0.000000	0.074064	0.249765	0.292093	0.019085	0.364993	
136000	-48.845231	263	0.000252	1	7	'0 Z 0 0 0 0 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	1.801601	0.000000	0.000000	0.000000	1.801601	0.000000	0.059118	0.166760	0.513214	0.203236	0.057672	
137000	-51.654731	240	0.000252	1	10	'Z Z 0 Z 0 Z 0 Z 0 0 0 0 Z Z 0 Z 0 Z Z 0 	0.000000	0.000000	2.422249	0.000000	2.422249	0.000000	2.422249	0.000000	2.422249	2.422249	2.422249	2.422249	0.000000	0.000000	2.422249	0.000000	2.422249	0.000000	0.000000	2.422249	0.019900	0.046621	0.488924	0.269496	0.175058	
138000	-50.006189	699	0.000428	1	6	'0 0 Z 0 0 0 0 Z 0 0 Z 0 0 0 0 Z Z Z 0 0 	1.851005	1.851005	0.000000	1.851005	1.851005	1.851005	1.851005	0.000000	1.851005	1.851005	0.000000	1.851005	1.851005	1.851005	1.851005	0.000000	0.000000	0.000000	1.851005	1.851005	0.042934	0.198637	0.302976	0.235130	0.220323	
139000	-50.632525	475	0.000428	1	4	'0 Z 0 0 Z 0 0 0 0 0 0 Z 0 0 0 0 0 0 0 Z 	1.605868	0.000000	1.605868	1.605868	0.000000	1.605868	1.605868	1.605868	1.605868	1.605868	1.605868	0.000000	1.605868	1.605868	1.605868	1.605868	1.605868	1.605868	1.605868	0.000000	0.047910	0.210319	0.300529	0.227160	0.214081	
140000	-53.149205	906	0.000428	1	9	'Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	2.696405	2.696405	2.696405	2.696405	0.000000	2.696405	0.000000	2.696405	0.000000	2.696405	0.000000	2.696405	2.696405	2.696405	0.000000	0.000000	0.000000	2.696405	0.000000	0.070262	0.141935	0.188957	0.140713	0.458132	
