Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3571047092
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
787000	-50.037556	79	0.000319	1	7	'0 Z 0 Z 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	2.100622	0.000000	2.100622	0.000000	2.100622	0.000000	2.100622	0.000000	2.100622	2.100622	2.100622	0.000000	2.100622	2.100622	2.100622	2.100622	2.100622	0.000000	2.100622	0.000000	0.021256	0.063326	0.241500	0.290737	0.383181	
788000	-50.349999	61	0.000319	1	8	'0 0 Z 0 0 0 0 Z 0 0 0 Z Z 0 0 Z Z Z 0 Z 	2.027027	2.027027	0.000000	2.027027	2.027027	2.027027	2.027027	0.000000	2.027027	2.027027	2.027027	0.000000	0.000000	2.027027	2.027027	0.000000	0.000000	0.000000	2.027027	0.000000	0.196063	0.023300	0.033223	0.005367	0.742048	
789000	-55.190551	282	0.000319	1	6	'0 0 0 0 0 0 Z 0 Z Z 0 0 0 Z 0 Z Z 0 0 0 	1.873265	1.873265	1.873265	1.873265	1.873265	1.873265	0.000000	1.873265	0.000000	0.000000	1.873265	1.873265	1.873265	0.000000	1.873265	0.000000	0.000000	1.873265	1.873265	1.873265	0.084014	0.553895	0.079656	0.026183	0.256252	
790000	-49.544009	99	0.000319	1	4	'0 0 Z 0 0 0 Z 0 0 0 0 Z 0 0 0 Z 0 0 0 0 	1.688907	1.688907	0.000000	1.688907	1.688907	1.688907	0.000000	1.688907	1.688907	1.688907	1.688907	0.000000	1.688907	1.688907	1.688907	0.000000	1.688907	1.688907	1.688907	1.688907	0.054666	0.203512	0.200816	0.175366	0.365639	
791000	-51.165632	350	0.000335	1	5	'0 Z 0 Z 0 Z 0 0 0 0 Z Z 0 0 0 0 0 0 0 0 	1.899625	0.000000	1.899625	0.000000	1.899625	0.000000	1.899625	1.899625	1.899625	1.899625	0.000000	0.000000	1.899625	1.899625	1.899625	1.899625	1.899625	1.899625	1.899625	1.899625	0.051475	0.305554	0.178081	0.242829	0.222061	
792000	-51.355113	950	0.000335	1	4	'0 0 Z Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 	1.582031	1.582031	0.000000	0.000000	1.582031	0.000000	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	1.582031	0.000000	1.582031	1.582031	0.034418	0.141647	0.360910	0.237002	0.226022	
793000	-49.230597	21	0.000351	1	8	'0 Z 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z 0 0 Z 	2.081192	0.000000	2.081192	0.000000	2.081192	2.081192	0.000000	2.081192	2.081192	2.081192	2.081192	0.000000	2.081192	0.000000	2.081192	0.000000	0.000000	2.081192	2.081192	0.000000	0.024235	0.322547	0.218382	0.040634	0.394203	
794000	-49.685108	932	0.000351	1	4	'Z 0 Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 	0.000000	1.528302	0.000000	1.528302	1.528302	1.528302	1.528302	0.000000	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	0.000000	0.034636	0.178046	0.350233	0.247995	0.189090	
795000	-48.850116	887	0.000351	1	11	'Z 0 Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 Z Z Z 0 Z 	0.000000	2.678571	0.000000	2.678571	2.678571	0.000000	2.678571	0.000000	2.678571	2.678571	2.678571	0.000000	0.000000	0.000000	2.678571	0.000000	0.000000	0.000000	2.678571	0.000000	0.121977	0.022646	0.046192	0.009226	0.799959	
796000	-48.127956	862	0.000351	1	10	'Z Z Z 0 Z 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	1.997041	0.000000	1.997041	1.997041	1.997041	1.997041	1.997041	1.997041	0.000000	0.000000	1.997041	1.997041	0.000000	0.000000	0.000000	1.997041	0.000000	0.016564	0.236899	0.351247	0.207418	0.187872	
797000	-49.898931	997	0.000351	1	6	'0 0 0 0 Z 0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 Z 	2.087629	2.087629	2.087629	2.087629	0.000000	2.087629	2.087629	2.087629	2.087629	2.087629	0.000000	0.000000	2.087629	2.087629	2.087629	0.000000	2.087629	0.000000	2.087629	0.000000	0.063118	0.313143	0.177246	0.362913	0.083581	
798000	-53.436076	500	0.000351	1	6	'0 0 Z Z 0 0 0 0 0 0 Z 0 0 Z Z 0 Z 0 0 0 	1.861213	1.861213	0.000000	0.000000	1.861213	1.861213	1.861213	1.861213	1.861213	1.861213	0.000000	1.861213	1.861213	0.000000	0.000000	1.861213	0.000000	1.861213	1.861213	1.861213	0.039644	0.264125	0.406296	0.055222	0.234712	
799000	-47.860203	120	0.000351	1	7	'Z Z 0 Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.888993	0.000000	1.888993	0.000000	1.888993	1.888993	1.888993	1.888993	1.888993	1.888993	1.888993	1.888993	1.888993	0.000000	1.888993	0.000000	1.888993	0.000000	0.010928	0.176776	0.388685	0.238603	0.185008	
800000	-49.234923	120	0.000351	1	9	'0 Z 0 Z Z 0 Z 0 0 0 0 Z 0 Z 0 Z Z 0 0 Z 	2.120419	0.000000	2.120419	0.000000	0.000000	2.120419	0.000000	2.120419	2.120419	2.120419	2.120419	0.000000	2.120419	0.000000	2.120419	0.000000	0.000000	2.120419	2.120419	0.000000	0.035554	0.292039	0.256525	0.073777	0.342106	
801000	-51.827590	47	0.000351	1	9	'0 Z 0 Z Z 0 Z 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 	1.876738	0.000000	1.876738	0.000000	0.000000	1.876738	0.000000	1.876738	1.876738	1.876738	1.876738	1.876738	0.000000	0.000000	1.876738	1.876738	0.000000	0.000000	1.876738	0.000000	0.105069	0.191854	0.399039	0.195526	0.108512	
802000	-49.218090	124	0.000271	1	7	'Z Z Z 0 0 0 Z 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.892523	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	1.892523	0.000000	1.892523	0.000000	1.892523	1.892523	1.892523	0.000000	1.892523	1.892523	0.003525	0.196170	0.289204	0.246699	0.264402	
803000	-50.439697	935	0.000190	1	6	'0 0 Z 0 0 0 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 Z 	1.829268	1.829268	0.000000	1.829268	1.829268	1.829268	1.829268	0.000000	1.829268	1.829268	1.829268	0.000000	0.000000	1.829268	1.829268	1.829268	1.829268	0.000000	1.829268	0.000000	0.055152	0.124090	0.201739	0.490896	0.128123	
804000	-49.138211	355	0.000190	1	11	'0 Z Z Z Z Z 0 Z 0 0 0 Z 0 0 0 Z Z Z 0 Z 	2.475550	0.000000	0.000000	0.000000	0.000000	0.000000	2.475550	0.000000	2.475550	2.475550	2.475550	0.000000	2.475550	2.475550	2.475550	0.000000	0.000000	0.000000	2.475550	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
805000	-50.457505	143	0.000190	1	7	'Z Z Z Z 0 0 0 0 0 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	1.887232	1.887232	1.887232	1.887232	1.887232	1.887232	0.000000	0.000000	1.887232	1.887232	1.887232	1.887232	1.887232	1.887232	1.887232	0.000000	0.000000	0.211633	0.006791	0.753263	0.028312	
806000	-50.264110	934	0.000190	1	9	'0 Z Z Z 0 0 0 Z 0 0 Z Z Z 0 0 0 Z 0 0 Z 	2.083333	0.000000	0.000000	0.000000	2.083333	2.083333	2.083333	0.000000	2.083333	2.083333	0.000000	0.000000	0.000000	2.083333	2.083333	2.083333	0.000000	2.083333	2.083333	0.000000	0.002841	0.118486	0.004825	0.737861	0.135987	
807000	-49.990095	199	0.000257	1	7	'Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 0 Z 0 0 0 0 	0.000000	0.000000	0.000000	1.887232	0.000000	0.000000	1.887232	1.887232	1.887232	1.887232	0.000000	1.887232	1.887232	1.887232	1.887232	0.000000	1.887232	1.887232	1.887232	1.887232	0.003346	0.117983	0.303023	0.295872	0.279776	
808000	-48.344780	720	0.000257	1	6	'0 Z Z 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	1.887232	0.000000	0.000000	1.887232	1.887232	1.887232	1.887232	1.887232	1.887232	1.887232	0.000000	1.887232	1.887232	0.000000	1.887232	0.000000	1.887232	0.000000	1.887232	1.887232	0.029684	0.314470	0.316327	0.162123	0.177397	
809000	-48.476363	578	0.000257	1	7	'Z Z 0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z Z 0 0 Z 	0.000000	0.000000	1.808036	1.808036	0.000000	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	1.808036	1.808036	1.808036	1.808036	0.000000	0.000000	1.808036	1.808036	0.000000	0.069588	0.210460	0.114825	0.568916	0.036211	
810000	-54.339094	498	0.000257	1	7	'0 Z 0 0 Z 0 0 Z 0 0 Z Z 0 0 Z 0 0 Z 0 0 	2.277840	0.000000	2.277840	2.277840	0.000000	2.277840	2.277840	0.000000	2.277840	2.277840	0.000000	0.000000	2.277840	2.277840	0.000000	2.277840	2.277840	0.000000	2.277840	2.277840	0.103584	0.108222	0.036204	0.476664	0.275326	
811000	-50.677171	296	0.000257	1	6	'Z Z 0 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 0 0 0 0 	0.000000	0.000000	1.759340	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	0.000000	1.759340	0.000000	1.759340	1.759340	1.759340	1.759340	0.038637	0.093776	0.489521	0.077812	0.300254	
812000	-48.938617	974	0.000257	1	5	'0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 0 Z 	1.736707	1.736707	1.736707	1.736707	1.736707	1.736707	1.736707	1.736707	1.736707	1.736707	0.000000	1.736707	0.000000	1.736707	1.736707	0.000000	0.000000	1.736707	1.736707	0.000000	0.078454	0.266507	0.114698	0.482166	0.058176	
813000	-51.177435	529	0.000257	3	6	'2 Z 0 Z Z Z 2 2 1 1 Z 0 0 Z 0 0 1 1 0 0 	0.581389	0.000000	2.263918	0.000000	0.000000	0.000000	0.581389	0.581389	1.765946	1.765946	0.000000	2.263918	2.263918	0.000000	2.263918	2.263918	1.765946	1.765946	2.263918	2.263918	0.047966	0.003173	0.166452	0.537775	0.244635	
814000	-49.348527	866	0.000257	1	7	'Z 0 0 0 Z 0 Z 0 0 0 0 0 Z 0 0 0 Z Z 0 Z 	0.000000	1.688907	1.688907	1.688907	0.000000	1.688907	0.000000	1.688907	1.688907	1.688907	1.688907	1.688907	0.000000	1.688907	1.688907	1.688907	0.000000	0.000000	1.688907	0.000000	0.116323	0.078935	0.436229	0.318327	0.050187	
815000	-48.198192	302	0.000257	1	8	'Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	1.899625	1.899625	0.000000	0.000000	1.899625	1.899625	1.899625	1.899625	1.899625	1.899625	0.000000	1.899625	0.000000	1.899625	1.899625	0.000000	0.000000	1.899625	0.000000	0.031499	0.358779	0.363077	0.162605	0.084040	
816000	-50.503848	356	0.000257	1	5	'0 0 Z 0 Z Z 0 0 0 0 0 0 0 0 0 0 Z Z 0 0 	1.604596	1.604596	0.000000	1.604596	0.000000	0.000000	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	0.000000	0.000000	1.604596	1.604596	0.045484	0.034409	0.412955	0.303638	0.203514	
817000	-49.950103	920	0.000257	1	6	'Z Z Z 0 0 Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.732250	1.732250	0.000000	1.732250	0.000000	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	0.000000	1.732250	1.732250	0.008231	0.017224	0.414337	0.273880	0.286328	
818000	-49.451353	650	0.000257	1	9	'Z Z Z Z 0 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	1.892523	1.892523	0.000000	1.892523	1.892523	1.892523	1.892523	1.892523	1.892523	0.000000	1.892523	0.000000	0.000000	1.892523	1.892523	0.000000	0.000000	0.136502	0.505553	0.199255	0.158691	
819000	-52.310150	237	0.000257	1	6	'0 Z Z 0 Z 0 0 0 0 0 0 Z 0 0 0 Z 0 0 Z 0 	1.830922	0.000000	0.000000	1.830922	0.000000	1.830922	1.830922	1.830922	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	0.000000	1.830922	0.030681	0.270278	0.242156	0.178905	0.277980	
820000	-49.514523	36	0.000257	1	6	'Z 0 0 Z 0 0 0 Z 0 0 0 0 Z 0 0 Z 0 Z 0 0 	0.000000	1.651713	1.651713	0.000000	1.651713	1.651713	1.651713	0.000000	1.651713	1.651713	1.651713	1.651713	0.000000	1.651713	1.651713	0.000000	1.651713	0.000000	1.651713	1.651713	0.035426	0.126129	0.408278	0.128058	0.302110	
821000	-49.988628	258	0.000257	1	9	'Z Z Z 0 0 0 0 0 0 0 Z Z 0 Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	2.267637	2.267637	2.267637	2.267637	2.267637	2.267637	2.267637	0.000000	0.000000	2.267637	0.000000	2.267637	0.000000	0.000000	2.267637	2.267637	0.000000	0.022011	0.461335	0.159413	0.080867	0.276374	
822000	-50.092127	91	0.000257	1	6	'0 Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z 0 0 0 Z 	1.759340	0.000000	1.759340	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	0.000000	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	0.000000	0.023240	0.299055	0.135275	0.090747	0.451683	
823000	-48.932367	181	0.000257	1	10	'Z 0 Z 0 Z 0 0 0 0 0 Z Z Z Z 0 Z 0 Z 0 Z 	0.000000	2.463504	0.000000	2.463504	0.000000	2.463504	2.463504	2.463504	2.463504	2.463504	0.000000	0.000000	0.000000	0.000000	2.463504	0.000000	2.463504	0.000000	2.463504	0.000000	0.011627	0.576777	0.261563	0.078920	0.071113	
824000	-47.329496	866	0.000257	1	9	'0 Z Z Z 0 0 Z 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	2.104990	0.000000	0.000000	0.000000	2.104990	2.104990	0.000000	2.104990	2.104990	2.104990	2.104990	0.000000	2.104990	2.104990	2.104990	0.000000	0.000000	0.000000	2.104990	0.000000	0.001931	0.252737	0.276799	0.238436	0.230097	
825000	-48.375007	839	0.000257	1	8	'0 Z 0 Z 0 0 0 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	2.066327	0.000000	2.066327	0.000000	2.066327	2.066327	2.066327	2.066327	2.066327	2.066327	2.066327	0.000000	0.000000	0.000000	2.066327	0.000000	2.066327	0.000000	2.066327	0.000000	0.028820	0.596578	0.146120	0.005903	0.222579	
826000	-47.783022	194	0.000257	1	10	'Z Z 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.316934	0.000000	2.316934	2.316934	0.000000	2.316934	2.316934	2.316934	2.316934	0.000000	2.316934	0.000000	2.316934	0.000000	0.000000	0.000000	2.316934	0.000000	0.006009	0.377293	0.322156	0.081310	0.213232	
827000	-47.605778	460	0.000257	1	7	'0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	1.773205	0.000000	0.000000	0.000000	1.773205	1.773205	1.773205	1.773205	1.773205	1.773205	1.773205	0.000000	1.773205	1.773205	1.773205	1.773205	0.000000	0.000000	1.773205	0.000000	0.006760	0.279684	0.299497	0.362923	0.051137	
828000	-49.758607	475	0.000257	1	8	'Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	2.022977	0.000000	2.022977	0.000000	2.022977	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	0.000000	2.022977	0.000000	0.102823	0.003853	0.025181	0.015492	0.852651	
829000	-48.992574	588	0.000257	1	10	'Z Z Z Z Z 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.906780	1.906780	1.906780	1.906780	1.906780	0.000000	1.906780	0.000000	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	0.000000	0.000000	0.283707	0.122137	0.535520	0.058635	
830000	-50.233995	880	0.000257	1	8	'0 0 Z Z Z 0 0 Z 0 0 0 0 Z 0 0 Z Z 0 0 Z 	1.717557	1.717557	0.000000	0.000000	0.000000	1.717557	1.717557	0.000000	1.717557	1.717557	1.717557	1.717557	0.000000	1.717557	1.717557	0.000000	0.000000	1.717557	1.717557	0.000000	0.064294	0.099339	0.499501	0.125103	0.211764	
831000	-50.394158	765	0.000257	1	11	'Z Z Z Z 0 0 0 Z 0 0 Z Z 0 Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	2.550378	2.550378	2.550378	0.000000	2.550378	2.550378	0.000000	0.000000	2.550378	0.000000	2.550378	0.000000	0.000000	2.550378	2.550378	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
832000	-47.675909	994	0.000257	1	9	'Z Z 0 Z Z Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.958414	0.000000	0.000000	0.000000	1.958414	1.958414	1.958414	1.958414	1.958414	1.958414	0.000000	1.958414	1.958414	0.000000	1.958414	0.000000	1.958414	0.000000	0.021894	0.086039	0.499598	0.182427	0.210042	
833000	-49.299157	908	0.000257	1	5	'Z 0 Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z 	0.000000	1.549350	0.000000	1.549350	0.000000	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	0.000000	1.549350	0.000000	0.010874	0.219337	0.362369	0.383006	0.024413	
834000	-53.136124	223	0.000139	1	7	'Z Z Z 0 0 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	1.876738	1.876738	1.876738	1.876738	0.000000	1.876738	1.876738	1.876738	0.000000	1.876738	1.876738	1.876738	1.876738	1.876738	0.000000	1.876738	0.000000	0.000167	0.102403	0.172910	0.694408	0.030112	
835000	-50.644566	386	0.000139	1	7	'Z Z Z 0 0 0 Z Z 0 0 Z 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.903195	1.903195	1.903195	0.000000	0.000000	1.903195	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	0.000000	1.903195	1.903195	0.000193	0.000019	0.005798	0.756945	0.237045	
836000	-53.684917	145	0.000139	1	8	'0 Z Z 0 0 Z Z 0 0 0 Z 0 Z Z 0 Z 0 0 0 0 	2.227723	0.000000	0.000000	2.227723	2.227723	0.000000	0.000000	2.227723	2.227723	2.227723	0.000000	2.227723	0.000000	0.000000	2.227723	0.000000	2.227723	2.227723	2.227723	2.227723	0.002727	0.003402	0.061734	0.512019	0.420118	
837000	-53.012857	372	0.000139	1	10	'Z Z 0 Z Z 0 Z Z 0 0 0 Z Z 0 0 Z 0 0 0 Z 	0.000000	0.000000	2.145127	0.000000	0.000000	2.145127	0.000000	0.000000	2.145127	2.145127	2.145127	0.000000	0.000000	2.145127	2.145127	0.000000	2.145127	2.145127	2.145127	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
838000	-49.143256	706	0.000264	1	8	'Z 0 Z Z 0 Z 0 0 0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.000000	1.906780	0.000000	0.000000	1.906780	0.000000	1.906780	1.906780	1.906780	1.906780	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	1.906780	0.000000	1.906780	0.000000	0.023936	0.166831	0.410185	0.247637	0.151412	
839000	-49.204989	22	0.000264	1	10	'Z 0 Z Z 0 Z 0 Z 0 0 0 Z 0 Z 0 Z 0 Z 0 Z 	0.000000	2.609536	0.000000	0.000000	2.609536	0.000000	2.609536	0.000000	2.609536	2.609536	2.609536	0.000000	2.609536	0.000000	2.609536	0.000000	2.609536	0.000000	2.609536	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
840000	-49.422762	535	0.000264	1	7	'0 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	1.899625	1.899625	1.899625	0.000000	1.899625	0.000000	0.000000	0.000000	1.899625	0.000000	0.050233	0.218392	0.438104	0.152308	0.140962	
841000	-49.250684	986	0.000264	1	5	'Z Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 0 0 	0.000000	0.000000	1.416084	0.000000	1.416084	1.416084	1.416084	1.416084	1.416084	1.416084	1.416084	1.416084	0.000000	1.416084	1.416084	1.416084	0.000000	1.416084	1.416084	1.416084	0.011629	0.225599	0.388603	0.195305	0.178864	
842000	-48.137824	4	0.000264	1	9	'Z Z Z 0 Z 0 Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	1.876738	0.000000	1.876738	0.000000	1.876738	1.876738	1.876738	1.876738	1.876738	1.876738	1.876738	1.876738	0.000000	0.000000	0.000000	1.876738	0.000000	0.000371	0.071308	0.442529	0.436662	0.049131	
843000	-48.347599	311	0.000264	1	5	'Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	1.637025	0.000000	0.000000	0.000000	1.637025	0.000000	0.042501	0.265944	0.411551	0.236981	0.043022	
844000	-50.563585	342	0.000264	1	6	'Z Z 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 0 0 0 0 	0.000000	0.000000	1.680498	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	1.680498	0.000000	0.000000	1.680498	0.000000	1.680498	1.680498	1.680498	1.680498	0.025406	0.139809	0.445408	0.036591	0.352786	
845000	-50.446564	696	0.000264	1	9	'Z 0 0 Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z 0 0 Z 	0.000000	2.107180	2.107180	0.000000	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	0.000000	0.000000	2.107180	2.107180	0.000000	0.058406	0.219729	0.303333	0.255931	0.162601	
846000	-51.349307	469	0.000264	1	12	'Z Z 0 Z Z Z Z Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.612903	0.000000	0.000000	0.000000	0.000000	0.000000	2.612903	2.612903	2.612903	2.612903	2.612903	0.000000	2.612903	0.000000	0.000000	0.000000	2.612903	0.000000	0.046072	0.000000	0.307134	0.457067	0.189727	
847000	-48.913699	128	0.000264	1	8	'Z Z Z 0 0 0 Z 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	1.924905	1.924905	1.924905	0.000000	1.924905	1.924905	1.924905	1.924905	0.000000	1.924905	1.924905	1.924905	1.924905	0.000000	0.000000	1.924905	0.000000	0.002783	0.156680	0.363246	0.338166	0.139125	
848000	-48.325812	906	0.000321	1	8	'Z 0 Z Z 0 0 0 Z 0 0 0 Z 0 Z 0 0 0 Z 0 Z 	0.000000	2.022977	0.000000	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	0.000000	2.022977	2.022977	2.022977	0.000000	2.022977	0.000000	0.014591	0.220723	0.311145	0.227676	0.225865	
849000	-50.566765	333	0.000321	1	9	'Z Z Z Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	1.975610	1.975610	0.000000	1.975610	1.975610	1.975610	1.975610	0.000000	1.975610	0.000000	1.975610	1.975610	0.000000	1.975610	1.975610	0.000000	0.000000	0.176958	0.321725	0.294069	0.207247	
850000	-47.921522	996	0.000321	1	9	'0 Z Z Z 0 Z 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.962209	0.000000	0.000000	0.000000	1.962209	0.000000	1.962209	1.962209	1.962209	1.962209	1.962209	1.962209	0.000000	1.962209	1.962209	0.000000	0.000000	0.000000	1.962209	0.000000	0.004892	0.175628	0.454162	0.258190	0.107128	
851000	-48.627154	465	0.000321	1	9	'Z 0 Z Z Z Z 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	1.935946	0.000000	0.000000	0.000000	0.000000	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	0.000000	0.000000	0.000000	1.935946	0.000000	0.029410	0.120468	0.438654	0.301609	0.109858	
852000	-53.312058	901	0.000321	1	9	'Z Z Z 0 0 0 0 0 Z Z 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	2.237569	2.237569	2.237569	2.237569	2.237569	0.000000	0.000000	2.237569	0.000000	2.237569	2.237569	2.237569	0.000000	2.237569	0.000000	2.237569	0.000000	0.000613	0.639913	0.031495	0.263887	0.064092	
853000	-53.048912	799	0.000214	1	9	'Z Z Z Z 0 0 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	1.962209	1.962209	1.962209	1.962209	1.962209	0.000000	1.962209	1.962209	0.000000	1.962209	1.962209	0.000000	1.962209	0.000000	1.962209	0.000000	0.000000	0.600071	0.123526	0.270124	0.006279	
